signal_id,timestamp,signal_action,signal_type,signal_price,status,skip_reason,consecutive_losses,win_streak,current_capital,has_open_position,feature_open,feature_high,feature_low,feature_close,feature_volume,feature_EMA_8,feature_EMA_21,feature_EMA_50,feature_RSI,feature_MACD,feature_MACD_signal,feature_MACD_hist,feature_ATR,feature_BB_width,feature_ema8_vs_ema21,feature_price_vs_ema50,feature_returns_1min,feature_hour,feature_minute,feature_day_of_week,feature_has_open_position,feature_consecutive_losses,feature_win_streak,feature_capital
3287,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3288,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3289,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3290,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3291,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3292,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3293,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3294,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3295,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3296,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3297,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3298,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3299,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3300,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3301,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3302,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3303,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3304,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3305,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3306,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3307,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3308,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3309,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3310,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3311,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3312,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3313,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3314,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3315,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3316,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3317,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3318,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3319,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3320,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3321,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3322,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3323,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3324,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3325,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3326,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3327,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3328,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3329,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3330,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3331,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3332,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3333,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3334,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3335,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3336,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3337,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3338,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3339,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3340,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3341,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3342,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3343,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3344,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3345,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3346,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3347,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3348,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3349,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3350,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3351,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3352,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3353,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3354,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3355,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3356,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3357,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3358,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3359,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3360,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3361,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3362,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3363,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3364,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3365,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3366,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3367,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3368,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3369,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3370,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3371,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3372,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3373,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3374,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3375,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3376,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3377,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3378,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3379,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3380,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3381,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3382,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3383,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3384,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3385,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3386,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3387,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3388,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3389,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3390,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3391,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3392,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3393,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3394,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3395,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3396,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3397,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3398,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3399,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3400,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3401,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3402,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3403,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3404,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3405,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3406,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3407,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3408,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3409,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3410,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3411,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3412,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3413,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3414,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3415,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3416,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3417,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3418,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3419,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3420,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3421,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3422,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3423,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3424,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3425,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3426,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3427,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3428,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3429,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3430,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3431,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3432,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3433,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3434,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3435,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3436,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3437,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3438,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3439,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3440,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3441,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3442,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3443,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3444,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3445,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3446,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3447,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3448,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3449,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3450,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3451,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3452,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3453,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3454,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3455,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3456,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3457,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3458,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3459,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3460,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3461,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3462,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3463,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3464,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3465,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3466,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3467,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3468,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3469,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3470,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3471,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3472,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3473,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3474,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3475,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3476,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3477,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3478,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3479,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3480,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3481,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3482,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3483,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3484,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
3485,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1060521.2500000047,False,,,,,,,,,,,,,,,,,,,,,,,,
