signal_id,timestamp,signal_action,signal_type,signal_price,status,skip_reason,consecutive_losses,win_streak,current_capital,has_open_position,feature_open,feature_high,feature_low,feature_close,feature_volume,feature_EMA_8,feature_EMA_21,feature_EMA_50,feature_RSI,feature_MACD,feature_MACD_signal,feature_MACD_hist,feature_ATR,feature_BB_width,feature_ema8_vs_ema21,feature_price_vs_ema50,feature_returns_1min,feature_hour,feature_minute,feature_day_of_week,feature_has_open_position,feature_consecutive_losses,feature_win_streak,feature_capital
6031,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1377572.4999999981,False,,,,,,,,,,,,,,,,,,,,,,,,
6032,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1377572.4999999981,False,,,,,,,,,,,,,,,,,,,,,,,,
6033,2020-03-16 11:12:00,SELL,SELL_MODERATE,9516.0,GENERATED,,1,0,1377572.4999999981,False,9504.8,9517.1,9504.8,9516.0,0.0,9531.446213881138,9539.58103950841,9534.237791103027,36.24127021625266,-2.1901635221292963,4.630273018165605,-6.820436540294901,15.742857142856987,0.009351021843931988,-8.134825627272221,-0.0019128735303881594,0.11836187169573797,11.0,12.0,0.0,False,1.0,0.0,1377572.4999999981
6034,2020-03-16 11:12:00,SELL,SELL_MODERATE,9516.0,EXECUTED,,1,0,1377572.4999999981,True,9504.8,9517.1,9504.8,9516.0,0.0,9531.446213881138,9539.58103950841,9534.237791103027,36.24127021625266,-2.1901635221292963,4.630273018165605,-6.820436540294901,15.742857142856987,0.009351021843931988,-8.134825627272221,-0.0019128735303881594,0.11836187169573797,11.0,12.0,0.0,False,1.0,0.0,1377572.4999999981
6035,,NO_SIGNAL,,0.0,NO_SIGNAL,,2,0,1364784.999999998,False,,,,,,,,,,,,,,,,,,,,,,,,
6036,,NO_SIGNAL,,0.0,NO_SIGNAL,,2,0,1364784.999999998,False,,,,,,,,,,,,,,,,,,,,,,,,
6037,2020-03-16 11:17:00,SELL,SELL_MODERATE,9528.75,GENERATED,,2,0,1364784.999999998,False,9542.75,9543.7,9524.0,9528.75,0.0,9533.897808882459,9537.589339407026,9534.201643528515,42.88295640721485,-1.8781215864546539,0.03404669526701731,-1.9121682817216712,17.399999999999768,0.007128091907365251,-3.691530524567497,-0.0005717986395028518,-0.13676664780228887,11.0,17.0,0.0,False,2.0,0.0,1364784.999999998
6038,2020-03-16 11:17:00,SELL,SELL_MODERATE,9528.75,EXECUTED,,2,0,1364784.999999998,True,9542.75,9543.7,9524.0,9528.75,0.0,9533.897808882459,9537.589339407026,9534.201643528515,42.88295640721485,-1.8781215864546539,0.03404669526701731,-1.9121682817216712,17.399999999999768,0.007128091907365251,-3.691530524567497,-0.0005717986395028518,-0.13676664780228887,11.0,17.0,0.0,False,2.0,0.0,1364784.999999998
6039,2020-03-16 11:38:00,SELL,SELL_MODERATE,9460.55,GENERATED,,0,1,1390359.9999999981,False,9469.6,9469.6,9458.3,9460.55,0.0,9476.526167461332,9493.056854152303,9509.741119793565,30.976876263988515,-15.220304486236273,-12.941009368824593,-2.27929511741168,13.185714285714571,0.007760338711295067,-16.53068669097047,-0.005172708612559362,-0.0866006600660163,11.0,38.0,0.0,False,0.0,1.0,1390359.9999999981
6040,2020-03-16 11:38:00,SELL,SELL_MODERATE,9460.55,EXECUTED,,0,1,1390359.9999999981,True,9469.6,9469.6,9458.3,9460.55,0.0,9476.526167461332,9493.056854152303,9509.741119793565,30.976876263988515,-15.220304486236273,-12.941009368824593,-2.27929511741168,13.185714285714571,0.007760338711295067,-16.53068669097047,-0.005172708612559362,-0.0866006600660163,11.0,38.0,0.0,False,0.0,1.0,1390359.9999999981
6041,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1380328.7499999981,False,,,,,,,,,,,,,,,,,,,,,,,,
6042,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1380328.7499999981,False,,,,,,,,,,,,,,,,,,,,,,,,
6043,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1380328.7499999981,False,,,,,,,,,,,,,,,,,,,,,,,,
6044,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1380328.7499999981,False,,,,,,,,,,,,,,,,,,,,,,,,
6045,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1380328.7499999981,False,,,,,,,,,,,,,,,,,,,,,,,,
6046,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1380328.7499999981,False,,,,,,,,,,,,,,,,,,,,,,,,
6047,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1380328.7499999981,False,,,,,,,,,,,,,,,,,,,,,,,,
6048,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1380328.7499999981,False,,,,,,,,,,,,,,,,,,,,,,,,
6049,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1380328.7499999981,False,,,,,,,,,,,,,,,,,,,,,,,,
6050,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1380328.7499999981,False,,,,,,,,,,,,,,,,,,,,,,,,
6051,2020-03-16 12:02:00,SELL,SELL_MODERATE,9452.1,GENERATED,,1,0,1380328.7499999981,False,9449.4,9455.2,9447.95,9452.1,0.0,9460.360653022533,9465.762626146436,9480.672817654693,54.48243971449374,-5.929203815603614,-5.834131858894923,-0.09507195670869084,14.164285714285402,0.006233900472036403,-5.40197312390228,-0.003013796404985669,0.03704252481848691,12.0,2.0,0.0,False,1.0,0.0,1380328.7499999981
6052,2020-03-16 12:02:00,SELL,SELL_MODERATE,9452.1,EXECUTED,,1,0,1380328.7499999981,True,9449.4,9455.2,9447.95,9452.1,0.0,9460.360653022533,9465.762626146436,9480.672817654693,54.48243971449374,-5.929203815603614,-5.834131858894923,-0.09507195670869084,14.164285714285402,0.006233900472036403,-5.40197312390228,-0.003013796404985669,0.03704252481848691,12.0,2.0,0.0,False,1.0,0.0,1380328.7499999981
6053,2020-03-16 12:28:00,SELL,SELL_MODERATE,9396.35,GENERATED,,0,1,1401234.9999999981,False,9403.8,9415.75,9395.7,9396.35,0.0,9415.265180737719,9429.446444077526,9448.276239784602,31.983402818138714,-12.071027319629138,-8.7162380027295,-3.3547893168996374,11.632142857143013,0.006973888455604499,-14.181263339807629,-0.005495842677201934,-0.08241086334683789,12.0,28.0,0.0,False,0.0,1.0,1401234.9999999981
6054,2020-03-16 12:28:00,SELL,SELL_MODERATE,9396.35,EXECUTED,,0,1,1401234.9999999981,True,9403.8,9415.75,9395.7,9396.35,0.0,9415.265180737719,9429.446444077526,9448.276239784602,31.983402818138714,-12.071027319629138,-8.7162380027295,-3.3547893168996374,11.632142857143013,0.006973888455604499,-14.181263339807629,-0.005495842677201934,-0.08241086334683789,12.0,28.0,0.0,False,0.0,1.0,1401234.9999999981
6055,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1395216.2499999984,False,,,,,,,,,,,,,,,,,,,,,,,,
6056,2020-03-16 12:31:00,SELL,SELL_MODERATE,9412.7,GENERATED,,1,0,1395216.2499999984,False,9412.55,9413.15,9405.65,9412.7,0.0,9412.571271595387,9424.539552274626,9443.895773378403,39.43613370961997,-11.615372405127346,-10.341700554813922,-1.2736718503134234,12.23928571428574,0.007326373248251035,-11.968280679238887,-0.0033032737894397313,0.0031872848582858992,12.0,31.0,0.0,False,1.0,0.0,1395216.2499999984
6057,2020-03-16 12:31:00,SELL,SELL_MODERATE,9412.7,EXECUTED,,1,0,1395216.2499999984,True,9412.55,9413.15,9405.65,9412.7,0.0,9412.571271595387,9424.539552274626,9443.895773378403,39.43613370961997,-11.615372405127346,-10.341700554813922,-1.2736718503134234,12.23928571428574,0.007326373248251035,-11.968280679238887,-0.0033032737894397313,0.0031872848582858992,12.0,31.0,0.0,False,1.0,0.0,1395216.2499999984
6058,,NO_SIGNAL,,0.0,NO_SIGNAL,,2,0,1384941.2499999986,False,,,,,,,,,,,,,,,,,,,,,,,,
6059,2020-03-16 12:38:00,BUY,BUY_MODERATE,9459.6,GENERATED,,2,0,1384941.2499999986,False,9441.55,9479.7,9439.6,9459.6,0.0,9419.783812820755,9419.290249946807,9435.913990169422,64.68155749028637,-4.848650615174847,-10.5664414748536,5.717790859678752,18.092857142857092,0.009659686732233325,0.49356287394766696,0.002510197724910901,0.2065656084151657,12.0,38.0,0.0,False,2.0,0.0,1384941.2499999986
6060,2020-03-16 12:38:00,BUY,BUY_MODERATE,9459.6,EXECUTED,,2,0,1384941.2499999986,True,9441.55,9479.7,9439.6,9459.6,0.0,9419.783812820755,9419.290249946807,9435.913990169422,64.68155749028637,-4.848650615174847,-10.5664414748536,5.717790859678752,18.092857142857092,0.009659686732233325,0.49356287394766696,0.002510197724910901,0.2065656084151657,12.0,38.0,0.0,False,2.0,0.0,1384941.2499999986
6061,,NO_SIGNAL,,0.0,NO_SIGNAL,,3,0,1373409.9999999986,False,,,,,,,,,,,,,,,,,,,,,,,,
6062,,NO_SIGNAL,,0.0,NO_SIGNAL,,3,0,1373409.9999999986,False,,,,,,,,,,,,,,,,,,,,,,,,
6063,2020-03-16 12:55:00,SELL,SELL_MODERATE,9419.0,GENERATED,,3,0,1373409.9999999986,False,9428.7,9436.0,9412.85,9419.0,0.0,9439.97354547469,9442.349975342535,9443.148094338896,37.790736986989074,1.219541544231106,5.596706955570575,-4.377165411339469,16.27142857142839,0.007744674681469983,-2.376429867845218,-0.002557208051557791,-0.11135266981282532,12.0,55.0,0.0,False,3.0,0.0,1373409.9999999986
6064,2020-03-16 12:55:00,SELL,SELL_MODERATE,9419.0,EXECUTED,,3,0,1373409.9999999986,True,9428.7,9436.0,9412.85,9419.0,0.0,9439.97354547469,9442.349975342535,9443.148094338896,37.790736986989074,1.219541544231106,5.596706955570575,-4.377165411339469,16.27142857142839,0.007744674681469983,-2.376429867845218,-0.002557208051557791,-0.11135266981282532,12.0,55.0,0.0,False,3.0,0.0,1373409.9999999986
6065,,NO_SIGNAL,,0.0,NO_SIGNAL,,4,0,1366716.2499999986,False,,,,,,,,,,,,,,,,,,,,,,,,
6066,2020-03-16 12:59:00,SELL,SELL_MODERATE,9441.9,GENERATED,,4,0,1366716.2499999986,False,9448.9,9448.9,9437.5,9441.9,0.0,9440.252717982736,9441.437139090589,9442.549685573713,48.478325802796206,0.4025784130571992,2.3765003296928167,-1.9739219166356174,14.882142857142624,0.006447652600589833,-1.184421107853268,-6.880404078846158e-05,-0.0724963619526453,12.0,59.0,0.0,False,4.0,0.0,1366716.2499999986
6067,2020-03-16 12:59:00,SELL,SELL_MODERATE,9441.9,EXECUTED,,4,0,1366716.2499999986,True,9448.9,9448.9,9437.5,9441.9,0.0,9440.252717982736,9441.437139090589,9442.549685573713,48.478325802796206,0.4025784130571992,2.3765003296928167,-1.9739219166356174,14.882142857142624,0.006447652600589833,-1.184421107853268,-6.880404078846158e-05,-0.0724963619526453,12.0,59.0,0.0,False,4.0,0.0,1366716.2499999986
6068,2020-03-16 13:27:00,BUY,BUY_MODERATE,9459.95,GENERATED,,5,0,1365362.4999999986,False,9439.35,9462.0,9439.35,9459.95,0.0,9443.95649229911,9439.880701543845,9439.387098891251,60.80813452916437,2.6429862307450094,0.8616120422247183,1.781374188520291,12.117857142857247,0.004420099758405888,4.075790755265189,0.002178414858223565,0.2113347457627146,13.0,27.0,0.0,False,5.0,0.0,1365362.4999999986
6069,2020-03-16 13:27:00,BUY,BUY_MODERATE,9459.95,EXECUTED,,5,0,1365362.4999999986,True,9439.35,9462.0,9439.35,9459.95,0.0,9443.95649229911,9439.880701543845,9439.387098891251,60.80813452916437,2.6429862307450094,0.8616120422247183,1.781374188520291,12.117857142857247,0.004420099758405888,4.075790755265189,0.002178414858223565,0.2113347457627146,13.0,27.0,0.0,False,5.0,0.0,1365362.4999999986
6070,,NO_SIGNAL,,0.0,NO_SIGNAL,,6,0,1363404.9999999986,False,,,,,,,,,,,,,,,,,,,,,,,,
6071,2020-03-16 13:38:00,SELL,SELL_MODERATE,9429.7,GENERATED,,6,0,1363404.9999999986,False,9433.75,9434.25,9429.15,9429.7,0.0,9445.866066564682,9447.061710649961,9444.151458937686,44.14827864265852,1.2197592053053086,3.9899553068749656,-2.770196101569657,9.692857142857195,0.004981213846210052,-1.1956440852791275,-0.001530201945671772,-0.0439905234872251,13.0,38.0,0.0,False,6.0,0.0,1363404.9999999986
6072,2020-03-16 13:38:00,SELL,SELL_MODERATE,9429.7,EXECUTED,,6,0,1363404.9999999986,True,9433.75,9434.25,9429.15,9429.7,0.0,9445.866066564682,9447.061710649961,9444.151458937686,44.14827864265852,1.2197592053053086,3.9899553068749656,-2.770196101569657,9.692857142857195,0.004981213846210052,-1.1956440852791275,-0.001530201945671772,-0.0439905234872251,13.0,38.0,0.0,False,6.0,0.0,1363404.9999999986
6073,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,1,1370139.9999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6074,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,1,1370139.9999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6075,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,1,1370139.9999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6076,2020-03-16 13:52:00,SELL,SELL_MODERATE,9393.75,GENERATED,,0,1,1370139.9999999988,False,9395.3,9400.45,9393.65,9393.75,0.0,9400.261703451994,9415.875678743845,9428.450092860374,30.300904972417257,-13.440702676891306,-10.313828326043694,-3.1268743508476113,11.178571428571429,0.009446768175357079,-15.613975291851602,-0.0036803602414622327,-0.012772819440243222,13.0,52.0,0.0,False,0.0,1.0,1370139.9999999988
6077,2020-03-16 13:52:00,SELL,SELL_MODERATE,9393.75,EXECUTED,,0,1,1370139.9999999988,True,9395.3,9400.45,9393.65,9393.75,0.0,9400.261703451994,9415.875678743845,9428.450092860374,30.300904972417257,-13.440702676891306,-10.313828326043694,-3.1268743508476113,11.178571428571429,0.009446768175357079,-15.613975291851602,-0.0036803602414622327,-0.012772819440243222,13.0,52.0,0.0,False,0.0,1.0,1370139.9999999988
6078,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1363614.999999999,False,,,,,,,,,,,,,,,,,,,,,,,,
6079,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1363614.999999999,False,,,,,,,,,,,,,,,,,,,,,,,,
6080,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1363614.999999999,False,,,,,,,,,,,,,,,,,,,,,,,,
6081,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1363614.999999999,False,,,,,,,,,,,,,,,,,,,,,,,,
6082,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1363614.999999999,False,,,,,,,,,,,,,,,,,,,,,,,,
6083,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1363614.999999999,False,,,,,,,,,,,,,,,,,,,,,,,,
6084,2020-03-16 14:01:00,SELL,SELL_MODERATE,9372.4,GENERATED,,1,0,1363614.999999999,False,9364.7,9378.45,9360.1,9372.4,0.0,9384.061658334369,9399.6040274151,9416.696138934289,39.06695614541822,-14.163364906768038,-11.803523113959894,-2.359841792808144,13.557142857142935,0.007187988016969856,-15.542369080731078,-0.00470400003151239,0.07955194635314022,14.0,1.0,0.0,False,1.0,0.0,1363614.999999999
6085,2020-03-16 14:01:00,SELL,SELL_MODERATE,9372.4,EXECUTED,,1,0,1363614.999999999,True,9364.7,9378.45,9360.1,9372.4,0.0,9384.061658334369,9399.6040274151,9416.696138934289,39.06695614541822,-14.163364906768038,-11.803523113959894,-2.359841792808144,13.557142857142935,0.007187988016969856,-15.542369080731078,-0.00470400003151239,0.07955194635314022,14.0,1.0,0.0,False,1.0,0.0,1363614.999999999
6086,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,1,1384802.499999999,False,,,,,,,,,,,,,,,,,,,,,,,,
6087,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,1,1384802.499999999,False,,,,,,,,,,,,,,,,,,,,,,,,
6088,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,1,1384802.499999999,False,,,,,,,,,,,,,,,,,,,,,,,,
6089,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,1,1384802.499999999,False,,,,,,,,,,,,,,,,,,,,,,,,
6090,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,1,1384802.499999999,False,,,,,,,,,,,,,,,,,,,,,,,,
6091,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,1,1384802.499999999,False,,,,,,,,,,,,,,,,,,,,,,,,
6092,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,1,1384802.499999999,False,,,,,,,,,,,,,,,,,,,,,,,,
6093,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,1,1384802.499999999,False,,,,,,,,,,,,,,,,,,,,,,,,
6094,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,1,1384802.499999999,False,,,,,,,,,,,,,,,,,,,,,,,,
6095,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,1,1384802.499999999,False,,,,,,,,,,,,,,,,,,,,,,,,
6096,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,1,1384802.499999999,False,,,,,,,,,,,,,,,,,,,,,,,,
6097,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,1,1384802.499999999,False,,,,,,,,,,,,,,,,,,,,,,,,
6098,2020-03-16 14:19:00,SELL,SELL_STRONG,9259.65,GENERATED,,0,1,1384802.499999999,False,9265.65,9270.6,9255.0,9259.65,0.0,9275.233138507061,9310.41302692542,9356.600990149605,31.09106684228196,-34.29438572390791,-31.17931366149363,-3.115072062414278,21.332142857142703,0.016811405365710363,-35.17988841835904,-0.01036177456446774,-0.06799086979749625,14.0,19.0,0.0,False,0.0,1.0,1384802.499999999
6099,2020-03-16 14:19:00,SELL,SELL_STRONG,9259.65,EXECUTED,,0,1,1384802.499999999,True,9265.65,9270.6,9255.0,9259.65,0.0,9275.233138507061,9310.41302692542,9356.600990149605,31.09106684228196,-34.29438572390791,-31.17931366149363,-3.115072062414278,21.332142857142703,0.016811405365710363,-35.17988841835904,-0.01036177456446774,-0.06799086979749625,14.0,19.0,0.0,False,0.0,1.0,1384802.499999999
6100,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6101,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6102,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6103,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6104,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6105,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6106,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6107,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6108,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6109,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6110,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6111,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6112,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6113,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6114,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6115,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6116,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6117,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6118,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6119,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6120,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6121,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6122,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6123,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1369352.4999999988,False,,,,,,,,,,,,,,,,,,,,,,,,
6124,2020-03-16 14:49:00,BUY,BUY_MODERATE,9307.2,GENERATED,,1,0,1369352.4999999988,False,9296.9,9313.1,9295.4,9307.2,0.0,9288.274413558289,9284.535631837098,9302.717228610927,61.66003465171902,-0.09789277106756344,-3.8420498626660184,3.744157091598455,20.482142857142986,0.0065504765892021215,3.738781721191117,0.0004818776362767174,0.12263602917448324,14.0,49.0,0.0,False,1.0,0.0,1369352.4999999988
6125,2020-03-16 14:49:00,BUY,BUY_MODERATE,9307.2,EXECUTED,,1,0,1369352.4999999988,True,9296.9,9313.1,9295.4,9307.2,0.0,9288.274413558289,9284.535631837098,9302.717228610927,61.66003465171902,-0.09789277106756344,-3.8420498626660184,3.744157091598455,20.482142857142986,0.0065504765892021215,3.738781721191117,0.0004818776362767174,0.12263602917448324,14.0,49.0,0.0,False,1.0,0.0,1369352.4999999988
6126,,NO_SIGNAL,,0.0,NO_SIGNAL,,2,0,1354877.4999999986,False,,,,,,,,,,,,,,,,,,,,,,,,
6127,2020-03-16 14:56:00,SELL,SELL_MODERATE,9264.9,GENERATED,,2,0,1354877.4999999986,False,9267.2,9277.2,9262.6,9264.9,0.0,9282.575555782409,9284.241991732455,9298.316106122349,47.22176878959999,-1.4400825539705693,-0.6032011704316613,-0.836881383538908,19.282142857142908,0.005891053912698126,-1.6664359500464343,-0.0035937803943175695,-0.03991972897741114,14.0,56.0,0.0,False,2.0,0.0,1354877.4999999986
6128,2020-03-16 14:56:00,SELL,SELL_MODERATE,9264.9,EXECUTED,,2,0,1354877.4999999986,True,9267.2,9277.2,9262.6,9264.9,0.0,9282.575555782409,9284.241991732455,9298.316106122349,47.22176878959999,-1.4400825539705693,-0.6032011704316613,-0.836881383538908,19.282142857142908,0.005891053912698126,-1.6664359500464343,-0.0035937803943175695,-0.03991972897741114,14.0,56.0,0.0,False,2.0,0.0,1354877.4999999986
6129,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,1,1385608.7499999981,False,,,,,,,,,,,,,,,,,,,,,,,,
6130,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,1,1385608.7499999981,False,,,,,,,,,,,,,,,,,,,,,,,,
6131,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,1,1385608.7499999981,False,,,,,,,,,,,,,,,,,,,,,,,,
6132,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,1,1385608.7499999981,False,,,,,,,,,,,,,,,,,,,,,,,,
6133,2020-03-16 15:04:00,SELL,SELL_STRONG,9222.15,GENERATED,,0,1,1385608.7499999981,False,9214.45,9233.35,9214.45,9222.15,0.0,9219.050425505116,9244.632716238591,9274.344381231782,32.98661826441128,-21.795536355670265,-15.977825145073762,-5.817711210596503,21.971428571428596,0.017988070822242214,-25.58229073347502,-0.005627824360006084,0.09062493216696055,15.0,4.0,0.0,False,0.0,1.0,1385608.7499999981
6134,2020-03-16 15:04:00,SELL,SELL_STRONG,9222.15,EXECUTED,,0,1,1385608.7499999981,True,9214.45,9233.35,9214.45,9222.15,0.0,9219.050425505116,9244.632716238591,9274.344381231782,32.98661826441128,-21.795536355670265,-15.977825145073762,-5.817711210596503,21.971428571428596,0.017988070822242214,-25.58229073347502,-0.005627824360006084,0.09062493216696055,15.0,4.0,0.0,False,0.0,1.0,1385608.7499999981
6135,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,2,1432183.7499999977,False,,,,,,,,,,,,,,,,,,,,,,,,
6136,2020-03-17 09:17:00,SELL,SELL_MODERATE,9151.65,GENERATED,,0,2,1432183.7499999977,False,9097.85,9153.4,9089.9,9151.65,0.0,9169.641369629695,9186.608513917085,9214.85231192506,39.61625765557389,-14.6162017900715,-10.579103429282478,-4.037098360789022,27.617857142856987,0.010909673835643131,-16.9671442873896,-0.006858743882771745,0.5902428569073193,9.0,17.0,1.0,False,0.0,2.0,1432183.7499999977
6137,2020-03-17 09:17:00,SELL,SELL_MODERATE,9151.65,EXECUTED,,0,2,1432183.7499999977,True,9097.85,9153.4,9089.9,9151.65,0.0,9169.641369629695,9186.608513917085,9214.85231192506,39.61625765557389,-14.6162017900715,-10.579103429282478,-4.037098360789022,27.617857142856987,0.010909673835643131,-16.9671442873896,-0.006858743882771745,0.5902428569073193,9.0,17.0,1.0,False,0.0,2.0,1432183.7499999977
6138,,NO_SIGNAL,,0.0,NO_SIGNAL,,0,3,1473452.4999999974,False,,,,,,,,,,,,,,,,,,,,,,,,
6139,2020-03-17 09:24:00,SELL,SELL_STRONG,9050.5,GENERATED,,0,3,1473452.4999999974,False,9039.6,9050.5,9016.85,9050.5,0.0,9095.530772741566,9139.500975830244,9185.19323572507,30.298513694716334,-35.9256892692938,-24.244535707640477,-11.681153561653321,45.774999999999764,0.024307356404406122,-43.97020308867832,-0.014664170068974802,0.09843390550343667,9.0,24.0,1.0,False,0.0,3.0,1473452.4999999974
6140,2020-03-17 09:24:00,SELL,SELL_STRONG,9050.5,EXECUTED,,0,3,1473452.4999999974,True,9039.6,9050.5,9016.85,9050.5,0.0,9095.530772741566,9139.500975830244,9185.19323572507,30.298513694716334,-35.9256892692938,-24.244535707640477,-11.681153561653321,45.774999999999764,0.024307356404406122,-43.97020308867832,-0.014664170068974802,0.09843390550343667,9.0,24.0,1.0,False,0.0,3.0,1473452.4999999974
6141,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1448439.9999999972,False,,,,,,,,,,,,,,,,,,,,,,,,
6142,,NO_SIGNAL,,0.0,NO_SIGNAL,,1,0,1448439.9999999972,False,,,,,,,,,,,,,,,,,,,,,,,,
6143,2020-03-17 09:32:00,BUY,BUY_MODERATE,9198.0,GENERATED,,1,0,1448439.9999999972,False,9167.65,9198.0,9167.65,9198.0,0.0,9127.217767960337,9126.469149841403,9164.306666810246,56.21091743589179,-12.208674636332944,-26.24030480543832,14.031630169105377,38.828571428571585,0.02361659845982879,0.748618118934246,0.00367658290089512,0.327225130890052,9.0,32.0,1.0,False,1.0,0.0,1448439.9999999972
