trade_id,timestamp,action,strategy,status,exit_price,pnl
668,2025-01-03 12:15:00+05:30,BUY,trend_following,CLOSED,24069.1,2250.0
669,2025-01-03 12:30:00+05:30,BUY,trend_following,CLOSED,24086.7,1500.0
670,2025-01-03 13:30:00+05:30,BUY,trend_following,CLOSED,24000.25,-12164.999999999782
671,2025-01-03 13:45:00+05:30,BUY,trend_following,CLOSED,24000.25,-15525.000000000546
672,2025-01-07 10:00:00+05:30,SELL,trend_following,CLOSED,23735.9,2250.0
673,2025-01-07 10:15:00+05:30,SELL,trend_following,CLOSED,23748.85,3750.0
674,2025-01-07 14:45:00+05:30,SELL,trend_following,CLOSED,23127.536249999997,222380.1562500007
675,2025-01-08 13:45:00+05:30,SELL,trend_following,CLOSED,23074.642499999998,88748.62500000017
676,2025-01-14 10:30:00+05:30,SELL,trend_following,CLOSED,23175.5,2250.0
677,2025-01-15 14:30:00+05:30,SELL,trend_following,CLOSED,23293.65,-18393.75
678,2025-01-17 14:15:00+05:30,SELL,trend_following,CLOSED,23202.6,3000.0
679,2025-01-21 11:45:00+05:30,SELL,trend_following,CLOSED,23371.8,3750.0
680,2025-01-22 14:00:00+05:30,SELL,trend_following,CLOSED,23144.25,-17707.500000000164
681,2025-01-23 14:45:00+05:30,BUY,trend_following,CLOSED,23188.35,-9562.5
682,2025-01-28 09:45:00+05:30,SELL,trend_following,CLOSED,22882.0,2250.0
683,2025-01-28 10:15:00+05:30,SELL,trend_following,CLOSED,22896.7,2250.0
684,2025-01-28 10:45:00+05:30,SELL,trend_following,CLOSED,22973.45,-17088.750000000164
685,2025-01-30 13:15:00+05:30,BUY,trend_following,CLOSED,23233.6,1500.0
686,2025-02-05 14:45:00+05:30,BUY,trend_following,CLOSED,23656.867043586186,-22014.88692414423
687,2025-02-07 10:00:00+05:30,SELL,trend_following,CLOSED,23602.0,2250.0
688,2025-02-07 10:45:00+05:30,SELL,trend_following,CLOSED,23022.87,132824.2500000004
689,2025-02-12 11:45:00+05:30,SELL,trend_following,CLOSED,23041.0,2250.0
690,2025-02-12 12:00:00+05:30,SELL,trend_following,CLOSED,23034.4,1500.0
691,2025-02-12 12:30:00+05:30,SELL,trend_following,CLOSED,23032.45,2250.0
