trade_id,timestamp,action,strategy,status,exit_price,pnl
452,2024-01-01 15:00:00+05:30,BUY,trend_following,CLOSED,21695.3,-9000.0
453,2024-01-01 15:15:00+05:30,BUY,trend_following,CLOSED,21682.75,-2010.0000000002183
454,2024-01-02 14:45:00+05:30,SELL,trend_following,CLOSED,21651.3,1500.0
455,2024-01-03 15:00:00+05:30,SELL,breakout,CLOSED,21596.8,-6127.500000000055
456,2024-01-05 13:30:00+05:30,BUY,trend_following,CLOSED,21650.0,-9029.999999999563
457,2024-01-05 13:45:00+05:30,BUY,trend_following,CLOSED,21661.7,-6618.7499999991815
458,2024-01-08 09:45:00+05:30,BUY,trend_following,CLOSED,21685.3,1500.0
459,2024-01-08 10:30:00+05:30,BUY,trend_following,CLOSED,21629.75,-7327.499999999782
460,2024-01-09 09:45:00+05:30,SELL,trend_following,CLOSED,21672.3,-6982.499999999891
461,2024-01-10 14:30:00+05:30,SELL,trend_following,CLOSED,21580.7,-4237.499999999727
462,2024-01-11 14:00:00+05:30,BUY,trend_following,CLOSED,21616.3,3750.0
463,2024-01-11 15:00:00+05:30,BUY,trend_following,CLOSED,21656.6,1500.0
464,2024-01-18 15:15:00+05:30,SELL,trend_following,CLOSED,21576.54199454393,-7446.899590794874
465,2024-01-18 15:30:00+05:30,SELL,trend_following,CLOSED,21572.648190836328,-7154.864312724567
466,2024-01-24 10:15:00+05:30,SELL,trend_following,CLOSED,21373.0,750.0
467,2024-01-24 10:30:00+05:30,SELL,trend_following,CLOSED,21359.7,750.0
468,2024-01-24 14:15:00+05:30,SELL,trend_following,CLOSED,21408.4,-5790.000000000327
469,2024-01-25 15:00:00+05:30,SELL,trend_following,CLOSED,21376.6,-4994.999999999891
470,2024-01-30 11:00:00+05:30,BUY,trend_following,CLOSED,21691.4,750.0
471,2024-01-30 11:15:00+05:30,BUY,trend_following,CLOSED,21708.15,750.0
472,2024-01-30 12:30:00+05:30,BUY,trend_following,CLOSED,21693.1,750.0
473,2024-01-30 12:45:00+05:30,BUY,trend_following,CLOSED,21633.364472438094,-4967.664567142856
474,2024-01-30 13:00:00+05:30,BUY,trend_following,CLOSED,21635.030571558167,-6122.914266274711
475,2024-02-02 14:00:00+05:30,BUY,trend_following,CLOSED,21902.8,750.0
476,2024-02-02 14:15:00+05:30,BUY,trend_following,CLOSED,21882.55,750.0
477,2024-02-05 10:15:00+05:30,BUY,trend_following,CLOSED,21899.4,750.0
478,2024-02-05 13:15:00+05:30,BUY,trend_following,CLOSED,21916.1,750.0
479,2024-02-05 14:00:00+05:30,BUY,trend_following,CLOSED,21834.9,-5726.249999999891
480,2024-02-05 14:15:00+05:30,BUY,trend_following,CLOSED,21852.0,-5594.999999999891
481,2024-02-06 09:45:00+05:30,SELL,trend_following,CLOSED,21847.5,750.0
482,2024-02-06 11:30:00+05:30,SELL,trend_following,CLOSED,21950.15,-6003.750000000218
483,2024-02-08 10:00:00+05:30,BUY,trend_following,CLOSED,21949.65,750.0
484,2024-02-09 12:00:00+05:30,SELL,trend_following,CLOSED,21723.2,750.0
485,2024-02-09 12:15:00+05:30,SELL,trend_following,CLOSED,21785.245888073187,-5526.883210977758
486,2024-02-13 09:45:00+05:30,SELL,trend_following,CLOSED,21728.25,-3862.5
487,2024-02-14 12:45:00+05:30,SELL,trend_following,CLOSED,21668.7,750.0
488,2024-02-19 09:45:00+05:30,BUY,trend_following,CLOSED,22035.35,1500.0
489,2024-02-19 15:15:00+05:30,BUY,trend_following,CLOSED,22126.95,1500.0
490,2024-02-20 13:45:00+05:30,BUY,trend_following,CLOSED,22140.55,750.0
491,2024-02-21 10:30:00+05:30,BUY,trend_following,CLOSED,22184.65,750.0
492,2024-02-21 13:45:00+05:30,BUY,trend_following,CLOSED,22145.3,-2362.499999999727
493,2024-02-22 13:30:00+05:30,SELL,trend_following,CLOSED,22096.5,-5992.500000000109
494,2024-02-22 13:45:00+05:30,SELL,trend_following,CLOSED,22074.5,3750.0
495,2024-02-23 14:00:00+05:30,BUY,trend_following,CLOSED,22222.05,1500.0
496,2024-02-23 15:00:00+05:30,BUY,trend_following,CLOSED,22176.654324503463,-8234.026986720892
497,2024-02-23 15:15:00+05:30,BUY,trend_following,CLOSED,22177.344350993524,-6339.618377428451
498,2024-02-27 09:45:00+05:30,SELL,trend_following,CLOSED,22130.45,2250.0
499,2024-02-27 10:30:00+05:30,SELL,trend_following,CLOSED,22125.05,1500.0
500,2024-02-27 10:45:00+05:30,SELL,trend_following,CLOSED,22137.15,3000.0
501,2024-02-27 13:45:00+05:30,BUY,trend_following,CLOSED,22155.1,750.0
502,2024-02-27 14:15:00+05:30,BUY,trend_following,CLOSED,22164.5,1500.0
503,2024-02-29 09:45:00+05:30,SELL,trend_following,CLOSED,22005.25,750.0
504,2024-02-29 12:30:00+05:30,SELL,trend_following,CLOSED,21953.45,750.0
505,2024-02-29 13:00:00+05:30,SELL,trend_following,CLOSED,21959.95,750.0
506,2024-02-29 13:45:00+05:30,SELL,trend_following,CLOSED,21963.85,750.0
507,2024-02-29 14:30:00+05:30,SELL,trend_following,CLOSED,22022.25,-5819.999999999891
508,2024-03-05 14:00:00+05:30,BUY,trend_following,CLOSED,22365.05,750.0
509,2024-03-05 14:15:00+05:30,BUY,trend_following,CLOSED,22356.35,750.0
510,2024-03-05 15:00:00+05:30,BUY,trend_following,CLOSED,22269.95,-6277.500000000055
511,2024-03-05 15:15:00+05:30,BUY,trend_following,CLOSED,22269.95,-6641.249999999945
512,2024-03-07 15:15:00+05:30,BUY,trend_following,CLOSED,22431.1,-7860.000000000218
513,2024-03-07 15:30:00+05:30,BUY,trend_following,CLOSED,22431.1,-7860.000000000218
514,2024-03-12 09:45:00+05:30,SELL,trend_following,CLOSED,21864.18,210232.49999999962
515,2024-03-12 10:00:00+05:30,SELL,trend_following,CLOSED,21876.806249999998,210353.90625000081
516,2024-03-20 11:30:00+05:30,SELL,trend_following,CLOSED,21891.35,-7050.0
517,2024-03-20 11:45:00+05:30,SELL,trend_following,CLOSED,21836.2,1500.0
518,2024-03-20 12:15:00+05:30,SELL,trend_following,CLOSED,21891.35,-8189.999999999782
519,2024-03-22 15:00:00+05:30,BUY,trend_following,CLOSED,22631.64125,82798.68749999987
520,2024-03-22 15:15:00+05:30,BUY,trend_following,CLOSED,22026.65,-8122.499999999673
521,2024-03-27 15:00:00+05:30,BUY,trend_following,CLOSED,22669.05375,207338.90624999913
522,2024-04-10 11:15:00+05:30,BUY,trend_following,CLOSED,22690.9,1500.0
523,2024-04-16 15:00:00+05:30,SELL,trend_following,CLOSED,22263.644297170817,-7105.822287811134
524,2024-04-16 15:15:00+05:30,SELL,trend_following,CLOSED,22260.264128654315,-12422.119298147118
525,2024-04-19 13:00:00+05:30,SELL,trend_following,CLOSED,22034.9,2250.0
526,2024-04-23 15:00:00+05:30,BUY,trend_following,CLOSED,22387.5,2250.0
527,2024-04-23 15:15:00+05:30,BUY,trend_following,CLOSED,22371.0,3750.0
528,2024-04-26 11:45:00+05:30,BUY,trend_following,CLOSED,22534.05,750.0
529,2024-04-26 12:00:00+05:30,BUY,trend_following,CLOSED,22484.35,-12120.000000000437
530,2024-04-29 10:00:00+05:30,SELL,trend_following,CLOSED,22550.45,-5238.750000000164
531,2024-04-30 14:45:00+05:30,BUY,trend_following,CLOSED,22659.674785491825,-10282.564352452755
532,2024-05-02 14:15:00+05:30,BUY,trend_following,CLOSED,22660.75,3750.0
533,2024-05-02 15:00:00+05:30,BUY,trend_following,CLOSED,22651.65,3750.0
534,2024-05-03 10:15:00+05:30,BUY,trend_following,CLOSED,22611.85,-9045.000000000437
535,2024-05-06 10:15:00+05:30,SELL,trend_following,CLOSED,21933.35625,42179.53124999994
536,2024-05-06 10:30:00+05:30,SELL,trend_following,CLOSED,22501.35,750.0
537,2024-05-08 11:30:00+05:30,SELL,trend_following,CLOSED,22331.807880692875,-8048.68210393106
538,2024-05-10 09:45:00+05:30,SELL,trend_following,CLOSED,22098.75,750.0
539,2024-05-13 12:00:00+05:30,SELL,trend_following,CLOSED,21975.4,750.0
540,2024-05-15 10:00:00+05:30,BUY,trend_following,CLOSED,22199.6,3750.0
541,2024-05-15 10:15:00+05:30,BUY,trend_following,CLOSED,22178.85,3750.0
542,2024-05-21 10:30:00+05:30,BUY,trend_following,CLOSED,23019.501249999998,126326.5312499996
543,2024-05-21 14:45:00+05:30,BUY,trend_following,CLOSED,23079.156249999996,84435.93749999945
544,2024-05-30 15:15:00+05:30,SELL,trend_following,CLOSED,22547.1,750.0
545,2024-05-30 15:30:00+05:30,SELL,trend_following,CLOSED,22547.1,750.0
546,2024-05-31 11:30:00+05:30,SELL,trend_following,CLOSED,22543.95,750.0
547,2024-05-31 13:30:00+05:30,SELL,trend_following,CLOSED,22560.4,750.0
548,2024-05-31 15:15:00+05:30,SELL,trend_following,CLOSED,22631.4,-6071.250000000055
549,2024-06-10 14:15:00+05:30,BUY,trend_following,CLOSED,23271.95,1500.0
550,2024-06-10 14:45:00+05:30,BUY,trend_following,CLOSED,23294.35,750.0
551,2024-06-10 15:00:00+05:30,BUY,trend_following,CLOSED,23272.15,1500.0
552,2024-06-12 14:00:00+05:30,BUY,trend_following,CLOSED,23362.75,2250.0
553,2024-06-13 10:45:00+05:30,BUY,trend_following,CLOSED,23961.271249999998,43831.593749999956
554,2024-06-13 11:00:00+05:30,BUY,trend_following,CLOSED,23951.995,87629.24999999996
555,2024-06-28 13:00:00+05:30,BUY,trend_following,CLOSED,24070.75,750.0
556,2024-06-28 13:15:00+05:30,BUY,trend_following,CLOSED,24072.2,1500.0
557,2024-06-28 14:30:00+05:30,BUY,trend_following,CLOSED,24009.35,-9277.500000000327
558,2024-06-28 14:45:00+05:30,BUY,trend_following,CLOSED,24009.35,-12093.75
559,2024-07-03 14:45:00+05:30,BUY,trend_following,CLOSED,24258.15,3000.0
560,2024-07-04 13:45:00+05:30,BUY,trend_following,CLOSED,24336.15,3000.0
561,2024-07-04 14:45:00+05:30,BUY,trend_following,CLOSED,24290.684708370914,-3830.734360907627
562,2024-07-05 11:30:00+05:30,SELL,trend_following,CLOSED,24267.15,750.0
563,2024-07-05 11:45:00+05:30,SELL,trend_following,CLOSED,24266.95,750.0
564,2024-07-05 15:00:00+05:30,SELL,trend_following,CLOSED,24332.05,3750.0
565,2024-07-08 09:45:00+05:30,BUY,trend_following,CLOSED,24284.35,1500.0
566,2024-07-08 11:00:00+05:30,BUY,trend_following,CLOSED,24280.05,1500.0
567,2024-07-08 11:30:00+05:30,BUY,trend_following,CLOSED,24280.9,1500.0
568,2024-07-08 13:30:00+05:30,BUY,trend_following,CLOSED,24293.5,3000.0
569,2024-07-10 09:45:00+05:30,SELL,breakout,CLOSED,24231.300000000003,20677.49999999978
570,2024-07-10 14:30:00+05:30,SELL,trend_following,CLOSED,24294.1,1500.0
571,2024-07-10 14:45:00+05:30,SELL,trend_following,CLOSED,24284.0,1500.0
572,2024-07-10 15:00:00+05:30,SELL,trend_following,CLOSED,24320.85,3750.0
573,2024-07-16 13:30:00+05:30,BUY,trend_following,CLOSED,24632.35,3000.0
574,2024-07-16 13:45:00+05:30,BUY,trend_following,CLOSED,24631.4,3000.0
575,2024-07-18 12:00:00+05:30,SELL,trend_following,CLOSED,24678.35,-10582.49999999989
576,2024-07-18 12:15:00+05:30,SELL,trend_following,CLOSED,24678.35,-9457.49999999989
577,2024-07-23 11:00:00+05:30,SELL,trend_following,CLOSED,24532.55,3000.0
578,2024-07-24 14:30:00+05:30,SELL,trend_following,CLOSED,24423.4,1500.0
579,2024-07-25 11:45:00+05:30,SELL,trend_following,CLOSED,24453.95,-7181.25
580,2024-07-29 13:00:00+05:30,BUY,trend_following,CLOSED,24843.05,750.0
581,2024-07-29 13:45:00+05:30,BUY,trend_following,CLOSED,24835.75,1500.0
582,2024-07-30 13:15:00+05:30,BUY,trend_following,CLOSED,24899.3,1500.0
583,2024-07-30 14:45:00+05:30,BUY,trend_following,CLOSED,24923.7,1500.0
584,2024-07-30 15:00:00+05:30,BUY,trend_following,CLOSED,24857.5,3750.0
585,2024-07-31 11:15:00+05:30,BUY,trend_following,CLOSED,24911.75,1500.0
586,2024-08-08 09:45:00+05:30,BUY,trend_following,CLOSED,24188.95,-6168.750000000273
587,2024-08-12 15:00:00+05:30,BUY,trend_following,CLOSED,24252.15,-14032.49999999989
588,2024-08-20 15:15:00+05:30,BUY,trend_following,CLOSED,25289.671249999996,185046.37499999919
589,2024-08-20 15:30:00+05:30,BUY,trend_following,CLOSED,25289.671249999996,185046.37499999919
590,2024-09-03 15:15:00+05:30,BUY,trend_following,CLOSED,25236.45,-12149.999999999181
591,2024-09-03 15:30:00+05:30,BUY,trend_following,CLOSED,25236.45,-12149.999999999181
592,2024-09-05 14:30:00+05:30,SELL,breakout,CLOSED,25000.125,20936.25000000011
593,2024-09-09 10:30:00+05:30,SELL,trend_following,CLOSED,24878.85,1500.0
594,2024-09-09 10:45:00+05:30,SELL,trend_following,CLOSED,24873.85,1500.0
595,2024-09-09 11:30:00+05:30,SELL,trend_following,CLOSED,24867.65,1500.0
596,2024-09-09 11:45:00+05:30,SELL,trend_following,CLOSED,24869.4,1500.0
597,2024-09-09 13:00:00+05:30,SELL,trend_following,CLOSED,24929.8092765473,-14297.7829641899
598,2024-09-11 09:45:00+05:30,BUY,trend_following,CLOSED,25046.0,3000.0
599,2024-09-11 12:45:00+05:30,BUY,trend_following,CLOSED,24981.8,-11092.50000000011
600,2024-09-12 10:00:00+05:30,SELL,trend_following,CLOSED,25007.2,750.0
601,2024-09-12 10:15:00+05:30,SELL,trend_following,CLOSED,25005.55,750.0
602,2024-09-12 11:00:00+05:30,SELL,trend_following,CLOSED,24998.3,1500.0
603,2024-09-12 11:30:00+05:30,SELL,trend_following,CLOSED,25003.55,2250.0
604,2024-09-12 12:00:00+05:30,SELL,trend_following,CLOSED,25072.3,-13747.499999999673
605,2024-09-16 11:30:00+05:30,BUY,trend_following,CLOSED,25376.35,2250.0
606,2024-09-16 11:45:00+05:30,BUY,trend_following,CLOSED,25366.9,3000.0
607,2024-09-18 10:00:00+05:30,BUY,trend_following,CLOSED,25423.9,3750.0
608,2024-09-18 12:45:00+05:30,BUY,trend_following,CLOSED,25381.65,-13619.999999999345
609,2024-09-18 13:00:00+05:30,BUY,trend_following,CLOSED,26008.76,237884.99999999886
610,2024-09-24 11:30:00+05:30,BUY,trend_following,CLOSED,25932.4,1500.0
611,2024-09-27 13:00:00+05:30,BUY,trend_following,CLOSED,26199.85,3000.0
612,2024-09-27 13:15:00+05:30,BUY,trend_following,CLOSED,26189.7,3750.0
613,2024-09-27 14:00:00+05:30,BUY,trend_following,CLOSED,26142.87333085054,-16472.500931047307
614,2024-09-27 14:15:00+05:30,BUY,trend_following,CLOSED,26144.77633748385,-17483.873443556604
615,2024-10-01 15:15:00+05:30,SELL,trend_following,CLOSED,25167.236249999998,241992.65625000044
616,2024-10-01 15:30:00+05:30,SELL,trend_following,CLOSED,25167.236249999998,241992.65625000044
617,2024-10-08 10:15:00+05:30,SELL,trend_following,CLOSED,24979.72674579662,-14224.011869492642
618,2024-10-08 10:30:00+05:30,SELL,trend_following,CLOSED,24912.25,3000.0
619,2024-10-09 14:15:00+05:30,BUY,trend_following,CLOSED,25033.15,-2718.75
620,2024-10-11 10:00:00+05:30,SELL,trend_following,CLOSED,25012.25,3750.0
621,2024-10-11 15:15:00+05:30,SELL,trend_following,CLOSED,24995.1,-7518.749999999727
622,2024-10-15 09:45:00+05:30,BUY,trend_following,CLOSED,25080.605516515578,-2735.4313066589384
623,2024-10-15 10:00:00+05:30,BUY,trend_following,CLOSED,25042.2,-4912.499999999454
624,2024-10-16 09:45:00+05:30,SELL,trend_following,CLOSED,24444.76125,235045.78124999988
625,2024-10-16 14:00:00+05:30,SELL,trend_following,CLOSED,24388.747499999998,140704.3125000002
626,2024-10-24 15:15:00+05:30,SELL,trend_following,CLOSED,24404.6,3750.0
627,2024-10-24 15:30:00+05:30,SELL,trend_following,CLOSED,24404.6,3750.0
628,2024-10-28 15:00:00+05:30,BUY,trend_following,CLOSED,24353.9,3000.0
629,2024-10-28 15:15:00+05:30,BUY,trend_following,CLOSED,24305.75,-18585.00000000022
630,2024-10-30 13:15:00+05:30,BUY,trend_following,CLOSED,24340.45,-16743.74999999918
631,2024-10-30 13:30:00+05:30,BUY,trend_following,CLOSED,24340.45,-10743.749999999181
632,2024-10-31 15:15:00+05:30,SELL,trend_following,CLOSED,24228.5,3750.0
633,2024-10-31 15:30:00+05:30,SELL,trend_following,CLOSED,24228.5,3750.0
634,2024-11-07 09:45:00+05:30,BUY,trend_following,CLOSED,24278.25,-581.2499999997272
635,2024-11-08 13:15:00+05:30,SELL,trend_following,CLOSED,24166.1,2250.0
636,2024-11-11 09:45:00+05:30,SELL,trend_following,CLOSED,24149.15,3750.0
637,2024-11-14 15:30:00+05:30,SELL,trend_following,CLOSED,23549.6,2250.0
638,2024-11-15 09:45:00+05:30,SELL,trend_following,CLOSED,23549.6,3000.0
639,2024-11-19 14:15:00+05:30,BUY,trend_following,CLOSED,23633.519210549824,-19734.236835052434
640,2024-11-19 14:30:00+05:30,BUY,trend_following,CLOSED,23636.0713983714,-18758.580488579173
641,2024-11-19 14:45:00+05:30,BUY,trend_following,CLOSED,23576.3,-1837.5000000005457
642,2024-11-21 15:00:00+05:30,SELL,trend_following,CLOSED,23408.817773390558,-19900.41502145914
643,2024-11-26 12:00:00+05:30,BUY,trend_following,CLOSED,24197.4,1500.0
644,2024-11-26 15:15:00+05:30,BUY,trend_following,CLOSED,24202.95,3000.0
645,2024-11-26 15:30:00+05:30,BUY,trend_following,CLOSED,24202.95,3000.0
646,2024-11-29 09:45:00+05:30,SELL,trend_following,CLOSED,24053.3,3000.0
647,2024-11-29 10:15:00+05:30,SELL,trend_following,CLOSED,24096.15,-17775.0
648,2024-11-29 10:30:00+05:30,SELL,trend_following,CLOSED,24132.65,-15090.000000000873
649,2024-12-04 11:45:00+05:30,BUY,trend_following,CLOSED,24424.0,3750.0
650,2024-12-04 12:00:00+05:30,BUY,trend_following,CLOSED,24459.7,1500.0
651,2024-12-04 12:30:00+05:30,BUY,trend_following,CLOSED,24449.9,2250.0
652,2024-12-06 13:45:00+05:30,BUY,trend_following,CLOSED,24620.5,-18779.999999999563
653,2024-12-06 14:15:00+05:30,BUY,trend_following,CLOSED,24620.5,-21468.75
