trade_id,timestamp,action,strategy,status,exit_price,pnl
241,2023-01-02 13:30:00+05:30,BUY,trend_following,CLOSED,18181.4,750.0
242,2023-01-02 13:45:00+05:30,BUY,trend_following,CLOSED,18173.1,750.0
243,2023-01-03 12:15:00+05:30,BUY,trend_following,CLOSED,18185.0,1500.0
244,2023-01-05 15:00:00+05:30,SELL,trend_following,CLOSED,17979.45,750.0
245,2023-01-05 15:15:00+05:30,SELL,trend_following,CLOSED,17982.15,750.0
246,2023-01-11 10:00:00+05:30,SELL,trend_following,CLOSED,17947.05,3750.0
247,2023-01-11 10:15:00+05:30,SELL,trend_following,CLOSED,17957.95,3750.0
248,2023-01-16 11:15:00+05:30,BUY,trend_following,CLOSED,17916.434847355078,-9199.545793476136
249,2023-01-16 11:30:00+05:30,BUY,trend_following,CLOSED,17917.343284713705,-8346.268232360217
250,2023-01-16 12:00:00+05:30,BUY,trend_following,CLOSED,17924.6,3000.0
251,2023-01-17 13:15:00+05:30,BUY,trend_following,CLOSED,17948.1,1500.0
252,2023-01-30 09:45:00+05:30,SELL,trend_following,CLOSED,17616.65,750.0
253,2023-01-30 11:45:00+05:30,SELL,trend_following,CLOSED,17599.75,750.0
254,2023-02-01 13:30:00+05:30,BUY,trend_following,CLOSED,17662.15,-5111.249999999836
255,2023-02-01 13:45:00+05:30,BUY,trend_following,CLOSED,17675.95,3750.0
256,2023-02-02 14:15:00+05:30,SELL,trend_following,CLOSED,17653.9,-9292.50000000011
257,2023-02-02 14:30:00+05:30,SELL,trend_following,CLOSED,17592.05,1500.0
258,2023-02-02 15:00:00+05:30,SELL,trend_following,CLOSED,17648.9,-8561.250000000655
259,2023-02-06 10:45:00+05:30,BUY,trend_following,CLOSED,17729.9,1500.0
260,2023-02-06 11:00:00+05:30,BUY,trend_following,CLOSED,17728.8,2250.0
261,2023-02-06 11:30:00+05:30,BUY,trend_following,CLOSED,17737.95,1500.0
262,2023-02-07 09:45:00+05:30,BUY,trend_following,CLOSED,17761.8,2250.0
263,2023-02-07 12:00:00+05:30,SELL,breakout,CLOSED,17713.95,750.0
264,2023-02-07 14:00:00+05:30,SELL,trend_following,CLOSED,17719.0,750.0
265,2023-02-07 14:30:00+05:30,SELL,trend_following,CLOSED,17743.85,2250.0
266,2023-02-09 12:00:00+05:30,BUY,trend_following,CLOSED,17843.6,1500.0
267,2023-02-13 14:30:00+05:30,SELL,trend_following,CLOSED,17787.35,3000.0
268,2023-02-13 14:45:00+05:30,SELL,trend_following,CLOSED,17790.8,3750.0
269,2023-02-15 09:45:00+05:30,BUY,trend_following,CLOSED,17901.45,2250.0
270,2023-02-16 14:15:00+05:30,BUY,trend_following,CLOSED,18056.2,3000.0
271,2023-02-16 15:00:00+05:30,BUY,trend_following,CLOSED,18020.51320730091,-5095.04726215755
