trade_id,timestamp,action,price,strategy,lots,status,exit_price,exit_time,exit_reason,pnl
634,2024-11-07 09:45:00+05:30,BUY,24279.8,trend_following,5,CLOSED,24278.25,2024-11-07 10:00:00+05:30,STOP_LOSS,-581.2499999997272
635,2024-11-08 13:15:00+05:30,SELL,24176.1,trend_following,3,CLOSED,24166.1,2024-11-08 14:30:00+05:30,STOP_LOSS,2250.0
636,2024-11-11 09:45:00+05:30,SELL,24159.15,trend_following,5,CLOSED,24149.15,2024-11-11 10:15:00+05:30,STOP_LOSS,3750.0
637,2024-11-14 15:30:00+05:30,SELL,23559.6,trend_following,3,CLOSED,23549.6,2024-11-19 09:45:00+05:30,STOP_LOSS,2250.0
638,2024-11-15 09:45:00+05:30,SELL,23559.6,trend_following,4,CLOSED,23549.6,2024-11-19 09:45:00+05:30,STOP_LOSS,3000.0
639,2024-11-19 14:15:00+05:30,BUY,23699.3,trend_following,4,CLOSED,23633.519210549824,2024-11-19 14:45:00+05:30,STOP_LOSS,-19734.236835052434
640,2024-11-19 14:30:00+05:30,BUY,23698.6,trend_following,4,CLOSED,23636.0713983714,2024-11-19 14:45:00+05:30,STOP_LOSS,-18758.580488579173
641,2024-11-19 14:45:00+05:30,BUY,23581.2,trend_following,5,CLOSED,23576.3,2024-11-20 09:45:00+05:30,STOP_LOSS,-1837.5000000005457
642,2024-11-21 15:00:00+05:30,SELL,23355.75,trend_following,5,CLOSED,23408.817773390558,2024-11-22 09:45:00+05:30,STOP_LOSS,-19900.41502145914
643,2024-11-26 12:00:00+05:30,BUY,24187.4,trend_following,2,CLOSED,24197.4,2024-11-26 15:15:00+05:30,STOP_LOSS,1500.0
644,2024-11-26 15:15:00+05:30,BUY,24192.95,trend_following,4,CLOSED,24202.95,2024-11-27 11:45:00+05:30,STOP_LOSS,3000.0
645,2024-11-26 15:30:00+05:30,BUY,24192.95,trend_following,4,CLOSED,24202.95,2024-11-27 11:45:00+05:30,STOP_LOSS,3000.0
646,2024-11-29 09:45:00+05:30,SELL,24063.3,trend_following,4,CLOSED,24053.3,2024-11-29 10:30:00+05:30,STOP_LOSS,3000.0
647,2024-11-29 10:15:00+05:30,SELL,24036.9,trend_following,4,CLOSED,24096.15,2024-11-29 10:45:00+05:30,STOP_LOSS,-17775.0
648,2024-11-29 10:30:00+05:30,SELL,24082.35,trend_following,4,OPEN,,,,
