trade_id,timestamp,action,price,strategy,lots,status,exit_price,exit_time,exit_reason,pnl
822,2025-10-07 14:15:00+05:30,BUY,25153.25,trend_following,5,CLOSED,25163.25,2025-10-08 10:00:00+05:30,STOP_LOSS,3750.0
823,2025-10-07 14:30:00+05:30,BUY,25134.4,trend_following,5,CLOSED,25144.4,2025-10-08 10:15:00+05:30,STOP_LOSS,3750.0
824,2025-10-08 10:15:00+05:30,BUY,25132.15,trend_following,5,CLOSED,25078.0,2025-10-08 11:00:00+05:30,STOP_LOSS,-20306.250000000546
825,2025-10-09 10:15:00+05:30,SELL,25078.45,trend_following,5,CLOSED,25134.35,2025-10-09 11:00:00+05:30,STOP_LOSS,-20962.49999999918
826,2025-10-09 10:30:00+05:30,SELL,25100.25,trend_following,5,CLOSED,25134.35,2025-10-09 11:00:00+05:30,STOP_LOSS,-12787.499999999454
827,2025-10-10 15:15:00+05:30,BUY,25278.2,trend_following,5,CLOSED,25228.210714913504,2025-10-13 09:45:00+05:30,STOP_LOSS,-18745.98190743609
828,2025-10-10 15:30:00+05:30,BUY,25278.2,trend_following,5,CLOSED,25230.171079034542,2025-10-13 09:45:00+05:30,STOP_LOSS,-18010.845362046894
829,2025-10-14 14:30:00+05:30,SELL,25178.65,trend_following,5,CLOSED,25168.65,2025-10-15 09:45:00+05:30,STOP_LOSS,3750.0
830,2025-10-14 14:45:00+05:30,SELL,25177.5,trend_following,5,CLOSED,25167.5,2025-10-15 09:45:00+05:30,STOP_LOSS,3750.0
831,2025-10-20 14:15:00+05:30,BUY,25817.15,trend_following,5,CLOSED,25827.15,2025-10-24 10:15:00+05:30,STOP_LOSS,3750.0
832,2025-10-20 14:30:00+05:30,BUY,25817.35,trend_following,5,CLOSED,25827.35,2025-10-24 10:15:00+05:30,STOP_LOSS,3750.0
833,2025-10-28 10:00:00+05:30,BUY,25905.25,trend_following,5,CLOSED,25886.55,2025-10-28 10:45:00+05:30,STOP_LOSS,-7012.500000000273
834,2025-10-31 09:45:00+05:30,SELL,25924.55,trend_following,5,OPEN,,,,
