trade_id,timestamp,action,price,strategy,lots,status,exit_price,exit_time,exit_reason,pnl
475,2024-02-02 14:00:00+05:30,BUY,21892.8,trend_following,1,CLOSED,21902.8,2024-02-05 10:15:00+05:30,STOP_LOSS,750.0
476,2024-02-02 14:15:00+05:30,BUY,21872.55,trend_following,1,CLOSED,21882.55,2024-02-02 14:45:00+05:30,STOP_LOSS,750.0
477,2024-02-05 10:15:00+05:30,BUY,21889.4,trend_following,1,CLOSED,21899.4,2024-02-05 14:15:00+05:30,STOP_LOSS,750.0
478,2024-02-05 13:15:00+05:30,BUY,21906.1,trend_following,1,CLOSED,21916.1,2024-02-05 14:00:00+05:30,STOP_LOSS,750.0
479,2024-02-05 14:00:00+05:30,BUY,21911.25,trend_following,1,CLOSED,21834.9,2024-02-05 14:30:00+05:30,STOP_LOSS,-5726.249999999891
480,2024-02-05 14:15:00+05:30,BUY,21889.3,trend_following,2,CLOSED,21852.0,2024-02-05 14:30:00+05:30,STOP_LOSS,-5594.999999999891
481,2024-02-06 09:45:00+05:30,SELL,21857.5,trend_following,1,CLOSED,21847.5,2024-02-06 11:00:00+05:30,STOP_LOSS,750.0
482,2024-02-06 11:30:00+05:30,SELL,21870.1,trend_following,1,CLOSED,21950.15,2024-02-07 09:45:00+05:30,STOP_LOSS,-6003.750000000218
483,2024-02-08 10:00:00+05:30,BUY,21939.65,trend_following,1,CLOSED,21949.65,2024-02-08 10:30:00+05:30,STOP_LOSS,750.0
484,2024-02-09 12:00:00+05:30,SELL,21733.2,trend_following,1,CLOSED,21723.2,2024-02-13 10:45:00+05:30,STOP_LOSS,750.0
485,2024-02-09 12:15:00+05:30,SELL,21748.4,trend_following,2,CLOSED,21785.245888073187,2024-02-09 15:15:00+05:30,STOP_LOSS,-5526.883210977758
486,2024-02-13 09:45:00+05:30,SELL,21676.75,trend_following,1,CLOSED,21728.25,2024-02-13 11:00:00+05:30,STOP_LOSS,-3862.5
487,2024-02-14 12:45:00+05:30,SELL,21678.7,trend_following,1,CLOSED,21668.7,2024-02-14 14:00:00+05:30,STOP_LOSS,750.0
488,2024-02-19 09:45:00+05:30,BUY,22025.35,trend_following,2,CLOSED,22035.35,2024-02-21 14:30:00+05:30,STOP_LOSS,1500.0
489,2024-02-19 15:15:00+05:30,BUY,22116.95,trend_following,2,CLOSED,22126.95,2024-02-20 10:30:00+05:30,STOP_LOSS,1500.0
490,2024-02-20 13:45:00+05:30,BUY,22130.55,trend_following,1,CLOSED,22140.55,2024-02-20 14:30:00+05:30,STOP_LOSS,750.0
491,2024-02-21 10:30:00+05:30,BUY,22174.65,trend_following,1,CLOSED,22184.65,2024-02-21 13:45:00+05:30,STOP_LOSS,750.0
492,2024-02-21 13:45:00+05:30,BUY,22151.6,trend_following,5,CLOSED,22145.3,2024-02-21 14:00:00+05:30,STOP_LOSS,-2362.499999999727
493,2024-02-22 13:30:00+05:30,SELL,22016.6,trend_following,1,CLOSED,22096.5,2024-02-22 14:30:00+05:30,STOP_LOSS,-5992.500000000109
494,2024-02-22 13:45:00+05:30,SELL,22084.5,trend_following,5,CLOSED,22074.5,2024-02-22 14:15:00+05:30,STOP_LOSS,3750.0
495,2024-02-23 14:00:00+05:30,BUY,22212.05,trend_following,2,CLOSED,22222.05,2024-02-23 15:00:00+05:30,STOP_LOSS,1500.0
496,2024-02-23 15:00:00+05:30,BUY,22213.25,trend_following,3,CLOSED,22176.654324503463,2024-02-26 09:45:00+05:30,STOP_LOSS,-8234.026986720892
497,2024-02-23 15:15:00+05:30,BUY,22194.25,trend_following,5,CLOSED,22177.344350993524,2024-02-26 09:45:00+05:30,STOP_LOSS,-6339.618377428451
498,2024-02-27 09:45:00+05:30,SELL,22140.45,trend_following,3,CLOSED,22130.45,2024-02-27 10:30:00+05:30,STOP_LOSS,2250.0
499,2024-02-27 10:30:00+05:30,SELL,22135.05,trend_following,2,CLOSED,22125.05,2024-02-27 12:15:00+05:30,STOP_LOSS,1500.0
500,2024-02-27 10:45:00+05:30,SELL,22147.15,trend_following,4,CLOSED,22137.15,2024-02-27 12:30:00+05:30,STOP_LOSS,3000.0
501,2024-02-27 13:45:00+05:30,BUY,22145.1,trend_following,1,CLOSED,22155.1,2024-02-27 14:15:00+05:30,STOP_LOSS,750.0
502,2024-02-27 14:15:00+05:30,BUY,22154.5,trend_following,2,CLOSED,22164.5,2024-02-28 10:45:00+05:30,STOP_LOSS,1500.0
503,2024-02-29 09:45:00+05:30,SELL,22015.25,trend_following,1,OPEN,,,,
504,2024-02-29 12:30:00+05:30,SELL,21963.45,trend_following,1,CLOSED,21953.45,2024-02-29 13:00:00+05:30,STOP_LOSS,750.0
505,2024-02-29 13:00:00+05:30,SELL,21969.95,trend_following,1,CLOSED,21959.95,2024-02-29 13:45:00+05:30,STOP_LOSS,750.0
506,2024-02-29 13:45:00+05:30,SELL,21973.85,trend_following,1,CLOSED,21963.85,2024-02-29 14:30:00+05:30,STOP_LOSS,750.0
507,2024-02-29 14:30:00+05:30,SELL,21983.45,trend_following,2,OPEN,,,,
