trade_id,timestamp,action,price,strategy,lots,status,exit_price,exit_time,exit_reason,pnl
508,2024-03-05 14:00:00+05:30,BUY,22355.05,trend_following,1,CLOSED,22365.05,2024-03-05 15:00:00+05:30,STOP_LOSS,750.0
509,2024-03-05 14:15:00+05:30,BUY,22346.35,trend_following,1,CLOSED,22356.35,2024-03-05 15:00:00+05:30,STOP_LOSS,750.0
510,2024-03-05 15:00:00+05:30,BUY,22353.65,trend_following,1,CLOSED,22269.95,2024-03-06 11:30:00+05:30,STOP_LOSS,-6277.500000000055
511,2024-03-05 15:15:00+05:30,BUY,22358.5,trend_following,1,CLOSED,22269.95,2024-03-06 11:30:00+05:30,STOP_LOSS,-6641.249999999945
512,2024-03-07 15:15:00+05:30,BUY,22483.5,trend_following,2,CLOSED,22431.1,2024-03-11 11:00:00+05:30,STOP_LOSS,-7860.000000000218
513,2024-03-07 15:30:00+05:30,BUY,22483.5,trend_following,2,CLOSED,22431.1,2024-03-11 11:00:00+05:30,STOP_LOSS,-7860.000000000218
514,2024-03-12 09:45:00+05:30,SELL,22424.8,trend_following,5,CLOSED,21864.18,2024-03-19 10:15:00+05:30,TAKE_PROFIT,210232.49999999962
515,2024-03-12 10:00:00+05:30,SELL,22437.75,trend_following,5,CLOSED,21876.806249999998,2024-03-19 10:15:00+05:30,TAKE_PROFIT,210353.90625000081
516,2024-03-20 11:30:00+05:30,SELL,21844.35,trend_following,2,CLOSED,21891.35,2024-03-20 13:00:00+05:30,STOP_LOSS,-7050.0
517,2024-03-20 11:45:00+05:30,SELL,21846.2,trend_following,2,CLOSED,21836.2,2024-03-20 12:15:00+05:30,STOP_LOSS,1500.0
518,2024-03-20 12:15:00+05:30,SELL,21864.05,trend_following,4,CLOSED,21891.35,2024-03-20 13:00:00+05:30,STOP_LOSS,-8189.999999999782
519,2024-03-22 15:00:00+05:30,BUY,22079.65,trend_following,2,OPEN,,,,
520,2024-03-22 15:15:00+05:30,BUY,22080.8,trend_following,2,CLOSED,22026.65,2024-03-26 10:00:00+05:30,STOP_LOSS,-8122.499999999673
521,2024-03-27 15:00:00+05:30,BUY,22116.15,trend_following,5,OPEN,,,,
