trade_id,timestamp,action,price,strategy,lots,status,exit_price,exit_time,exit_reason,pnl
835,2025-11-03 10:30:00+05:30,SELL,25771.05,trend_following,5,CLOSED,25761.05,2025-11-03 13:45:00+05:30,STOP_LOSS,3750.0
836,2025-11-03 13:45:00+05:30,SELL,25765.25,trend_following,5,CLOSED,25755.25,2025-11-12 09:45:00+05:30,STOP_LOSS,3750.0
837,2025-11-13 14:00:00+05:30,BUY,25894.45,trend_following,5,CLOSED,25904.45,2025-11-13 14:45:00+05:30,STOP_LOSS,3750.0
838,2025-11-13 14:15:00+05:30,BUY,25921.6,trend_following,5,CLOSED,25831.9,2025-11-14 09:45:00+05:30,STOP_LOSS,-33637.49999999891
839,2025-11-18 09:45:00+05:30,BUY,25896.2,trend_following,5,CLOSED,25895.8,2025-11-18 10:30:00+05:30,STOP_LOSS,-150.0000000005457
840,2025-11-18 14:30:00+05:30,BUY,25955.05,trend_following,3,CLOSED,25965.05,2025-11-24 15:00:00+05:30,STOP_LOSS,2250.0
841,2025-11-18 14:45:00+05:30,BUY,25942.4,trend_following,3,CLOSED,25952.4,2025-11-19 10:45:00+05:30,STOP_LOSS,2250.0
842,2025-11-21 09:45:00+05:30,BUY,26119.4,trend_following,5,CLOSED,26093.45,2025-11-21 10:00:00+05:30,STOP_LOSS,-9731.250000000273
843,2025-11-25 13:15:00+05:30,SELL,26009.2,trend_following,5,CLOSED,25999.2,2025-11-25 13:45:00+05:30,STOP_LOSS,3750.0
844,2025-11-25 13:30:00+05:30,SELL,25996.45,trend_following,5,CLOSED,25986.45,2025-11-26 09:45:00+05:30,STOP_LOSS,3750.0
845,2025-11-25 13:45:00+05:30,SELL,26008.35,trend_following,5,CLOSED,25998.35,2025-11-26 09:45:00+05:30,STOP_LOSS,3750.0
846,2025-11-28 12:15:00+05:30,BUY,26220.9,trend_following,5,OPEN,,,,
847,2025-11-28 12:30:00+05:30,BUY,26230.0,trend_following,5,OPEN,,,,
