trade_id,timestamp,action,price,strategy,lots,status,exit_price,exit_time,exit_reason,pnl
848,2025-12-01 10:45:00+05:30,BUY,26238.95,trend_following,5,CLOSED,26191.9,2025-12-01 12:00:00+05:30,STOP_LOSS,-17643.749999999727
849,2025-12-01 11:30:00+05:30,BUY,26211.75,trend_following,5,CLOSED,26191.9,2025-12-01 12:00:00+05:30,STOP_LOSS,-7443.749999999454
850,2025-12-03 14:45:00+05:30,SELL,25976.1,trend_following,5,CLOSED,26003.572128905926,2025-12-04 09:45:00+05:30,STOP_LOSS,-10302.04833972266
851,2025-12-03 15:00:00+05:30,SELL,25992.45,trend_following,5,CLOSED,26005.55,2025-12-04 09:45:00+05:30,STOP_LOSS,-4912.499999999454
852,2025-12-08 09:45:00+05:30,BUY,26085.8,trend_following,5,CLOSED,26095.8,2025-12-08 10:45:00+05:30,STOP_LOSS,3750.0
853,2025-12-09 12:00:00+05:30,SELL,25892.15,trend_following,4,CLOSED,25882.15,2025-12-09 13:15:00+05:30,STOP_LOSS,3000.0
854,2025-12-09 12:15:00+05:30,SELL,25904.5,trend_following,5,CLOSED,25894.5,2025-12-09 13:45:00+05:30,STOP_LOSS,3750.0
855,2025-12-09 13:15:00+05:30,SELL,25889.1,trend_following,4,CLOSED,25879.1,2025-12-10 10:00:00+05:30,STOP_LOSS,3000.0
856,2025-12-09 13:45:00+05:30,SELL,25896.85,trend_following,5,CLOSED,25886.85,2025-12-10 10:00:00+05:30,STOP_LOSS,3750.0
857,2025-12-11 10:00:00+05:30,SELL,25807.55,trend_following,5,CLOSED,25797.55,2025-12-11 11:15:00+05:30,STOP_LOSS,3750.0
858,2025-12-11 10:15:00+05:30,SELL,25808.65,trend_following,5,CLOSED,25798.65,2025-12-11 11:15:00+05:30,STOP_LOSS,3750.0
859,2025-12-15 15:15:00+05:30,BUY,26014.0,trend_following,5,CLOSED,25946.95,2025-12-16 09:45:00+05:30,STOP_LOSS,-25143.749999999727
860,2025-12-15 15:30:00+05:30,BUY,26014.0,trend_following,5,CLOSED,25961.55,2025-12-16 09:45:00+05:30,STOP_LOSS,-19668.750000000273
861,2025-12-18 10:30:00+05:30,SELL,25852.4,trend_following,5,CLOSED,25842.4,2025-12-18 11:15:00+05:30,STOP_LOSS,3750.0
862,2025-12-23 14:30:00+05:30,BUY,26167.2,trend_following,5,CLOSED,26177.2,2025-12-23 15:15:00+05:30,STOP_LOSS,3750.0
863,2025-12-23 15:15:00+05:30,BUY,26165.95,trend_following,5,CLOSED,26141.65,2025-12-24 15:30:00+05:30,FORCE_CLOSE,-9112.499999999727
864,2025-12-23 15:30:00+05:30,BUY,26165.95,trend_following,5,CLOSED,26141.65,2025-12-24 15:30:00+05:30,FORCE_CLOSE,-9112.499999999727
