trade_id,timestamp,action,price,strategy,lots,status,exit_price,exit_time,exit_reason,pnl
150,2022-08-02 09:45:00+05:30,BUY,17240.65,trend_following,2,CLOSED,17250.65,2022-08-02 12:30:00+05:30,STOP_LOSS,1500.0
151,2022-08-02 10:00:00+05:30,BUY,17226.3,trend_following,4,CLOSED,17236.3,2022-08-03 11:15:00+05:30,STOP_LOSS,3000.0
152,2022-08-03 10:00:00+05:30,BUY,17300.1,trend_following,1,CLOSED,17310.1,2022-08-04 11:15:00+05:30,STOP_LOSS,750.0
153,2022-08-05 14:00:00+05:30,BUY,17380.45,trend_following,5,CLOSED,17380.2,2022-08-05 14:15:00+05:30,STOP_LOSS,-93.75
154,2022-08-11 14:00:00+05:30,BUY,17644.35,trend_following,2,CLOSED,17654.35,2022-08-11 15:00:00+05:30,STOP_LOSS,1500.0
155,2022-08-12 10:30:00+05:30,BUY,17647.6,trend_following,2,CLOSED,17657.6,2022-08-22 09:45:00+05:30,STOP_LOSS,1500.0
156,2022-08-12 14:30:00+05:30,BUY,17675.2,trend_following,2,CLOSED,17685.2,2022-08-22 09:45:00+05:30,STOP_LOSS,1500.0
157,2022-08-23 09:45:00+05:30,SELL,17575.8,trend_following,1,CLOSED,17565.8,2022-08-23 13:45:00+05:30,STOP_LOSS,750.0
158,2022-08-23 12:45:00+05:30,SELL,17530.2,trend_following,1,CLOSED,17588.55,2022-08-24 11:00:00+05:30,STOP_LOSS,-4376.249999999891
159,2022-08-25 14:15:00+05:30,BUY,17672.2,trend_following,3,CLOSED,17637.7,2022-08-25 14:45:00+05:30,STOP_LOSS,-7762.5
160,2022-08-25 14:30:00+05:30,BUY,17652.9,trend_following,2,CLOSED,17613.95,2022-08-25 14:45:00+05:30,STOP_LOSS,-5842.500000000109
161,2022-08-26 12:00:00+05:30,SELL,17624.25,trend_following,1,CLOSED,17614.25,2022-08-30 12:45:00+05:30,STOP_LOSS,750.0
162,2022-08-26 12:15:00+05:30,SELL,17624.4,trend_following,1,CLOSED,17614.4,2022-08-30 12:45:00+05:30,STOP_LOSS,750.0
