equity,drawdown
2459056.919190259,0.00900744416873478
2459806.919190259,0.00900744416873478
2450529.4191902587,0.00900744416873478
2438435.6691902587,0.00900744416873478
2441435.6691902587,0.00900744416873478
2444435.6691902587,0.00900744416873478
2440604.934829351,0.00900744416873478
2441354.934829351,0.00900744416873478
2442104.934829351,0.00900744416873478
2443604.934829351,0.00900744416873478
2445104.934829351,0.00900744416873478
2446604.934829351,0.00900744416873478
2449604.934829351,0.00900744416873478
2453354.934829351,0.00900744416873478
2474032.434829351,0.00900744416873478
2475532.434829351,0.00900744416873478
2479282.434829351,0.00900744416873478
2480782.434829351,0.00900744416873478
2483782.434829351,0.00900744416873478
2486782.434829351,0.00900744416873478
2476199.934829351,0.00900744416873478
2466742.434829351,0.00900744416873478
2468242.434829351,0.00900744416873478
2471242.434829351,0.00900744416873478
2464061.184829351,0.00900744416873478
2464811.184829351,0.00900744416873478
2466311.184829351,0.00900744416873478
2467811.184829351,0.00900744416873478
2469311.184829351,0.00900744416873478
2473061.184829351,0.00900744416873478
2474561.184829351,0.00900744416873478
2468392.4348293506,0.00900744416873478
2454359.9348293506,0.00900744416873478
2639406.3098293496,0.00900744416873478
2824452.6848293487,0.00900744416873478
2812302.6848293496,0.00900744416873478
2800152.6848293506,0.00900744416873478
2821088.9348293506,0.00900744416873478
2822588.9348293506,0.00900744416873478
2824088.9348293506,0.00900744416873478
2825588.9348293506,0.00900744416873478
2827088.9348293506,0.00900744416873478
2812791.1518651606,0.00900744416873478
2815791.1518651606,0.00900744416873478
2804698.6518651606,0.00900744416873478
2805448.6518651606,0.00900744416873478
2806198.6518651606,0.00900744416873478
2807698.6518651606,0.00900744416873478
2809948.6518651606,0.00900744416873478
2796201.151865161,0.00900744416873478
2798451.151865161,0.00900744416873478
2801451.151865161,0.00900744416873478
2805201.151865161,0.00900744416873478
2791581.1518651615,0.00900744416873478
2793081.1518651615,0.014654656255042016
3030966.1518651606,0.025230022239001646
3033966.1518651606,0.025230022239001646
3037716.1518651606,0.025230022239001646
3021243.650934113,0.025230022239001646
3003759.7774905567,0.025230022239001646
3245752.433740557,0.025230022239001646
3487745.0899905576,0.025230022239001646
3490745.0899905576,0.025230022239001646
3476521.078121065,0.025230022239001646
3473802.328121065,0.025230022239001646
3477552.328121065,0.025230022239001646
3470033.5781210656,0.025230022239001646
3467298.146814407,0.025230022239001646
