trade_id,strategy,action,entry_price,exit_price,pnl,pnl_points,pnl_percent,duration_minutes,exit_reason,risk_pct,risk_reward,market_regime,volatility_regime,confidence,entry_data,exit_data
1,trend_following,BUY,12324.45,12334.45,750.0,10.0,0.08113952346757868,1200.0,STOP_LOSS,1.18125,2.5,TRENDING,LOW,0.8,"{'price': 12324.45, 'rsi': 43.310900840764404, 'macd': 4.136855675211336, 'atr_pct': 0.08673235490659476, 'bb_position': 0.07379462444543232, 'ema_distance': 0.01634662662902678, 'trend_strength': 0.428264318086477, 'hour': 13, 'day_of_week': 1}","{'price': 12301.0, 'rsi': 38.041455470570824, 'macd': -0.7940991241994197, 'atr_pct': 0.13079656706191028, 'bb_position': 0.006330596218815327, 'ema_distance': 0.035331118170588684, 'trend_strength': 0.34506237748282736, 'hour': 9, 'day_of_week': 2}"
2,trend_following,SELL,12312.8,12315.5,-202.50000000005457,-2.7000000000007276,-0.02192839971412455,45.0,STOP_LOSS,1.1166253101736971,2.5,TRENDING,LOW,0.8,"{'price': 12312.8, 'rsi': 59.67916656554653, 'macd': -7.400690140088045, 'atr_pct': 0.10253557273731612, 'bb_position': 1.017675868002596, 'ema_distance': 0.047164363345886015, 'trend_strength': 0.31080965339775896, 'hour': 14, 'day_of_week': 2}","{'price': 12348.8, 'rsi': 68.7672330109093, 'macd': -0.3355887744601205, 'atr_pct': 0.12048596971828338, 'bb_position': 1.3512712514144232, 'ema_distance': 0.025862619188453687, 'trend_strength': 0.23427065522888424, 'hour': 15, 'day_of_week': 2}"
3,trend_following,SELL,12308.9,12318.3,-704.9999999999727,-9.399999999999636,-0.07636750643842778,30.0,STOP_LOSS,1.1166253101736971,2.5,NEUTRAL,LOW,0.8,"{'price': 12308.9, 'rsi': 52.93689224375603, 'macd': -5.984624279130003, 'atr_pct': 0.10506335137293289, 'bb_position': 0.8696710440708534, 'ema_distance': 0.03247105472638547, 'trend_strength': 0.2892427532230818, 'hour': 14, 'day_of_week': 2}","{'price': 12348.8, 'rsi': 68.7672330109093, 'macd': -0.3355887744601205, 'atr_pct': 0.12048596971828338, 'bb_position': 1.3512712514144232, 'ema_distance': 0.025862619188453687, 'trend_strength': 0.23427065522888424, 'hour': 15, 'day_of_week': 2}"
4,trend_following,SELL,12038.7,12046.28608823594,-568.9566176954486,-7.5860882359393145,-0.06301418123168875,1125.0,STOP_LOSS,1.1267746701054162,2.5,TRENDING,LOW,0.8,"{'price': 12038.7, 'rsi': 63.07294061375302, 'macd': -12.105301276402315, 'atr_pct': 0.12973042889063485, 'bb_position': 1.085318703026616, 'ema_distance': 0.06609823788351375, 'trend_strength': 0.534373064103404, 'hour': 15, 'day_of_week': 0}","{'price': 12164.25, 'rsi': 83.87118086153392, 'macd': 17.729860132383692, 'atr_pct': 0.18734641029480373, 'bb_position': 1.1395637936823562, 'ema_distance': 0.23219293133829788, 'trend_strength': 0.4022562565528181, 'hour': 9, 'day_of_week': 1}"
5,trend_following,SELL,12031.5,12045.706241638452,-1065.4681228839308,-14.206241638452411,-0.11807539906455895,1110.0,STOP_LOSS,1.1267746701054162,2.5,TRENDING,LOW,0.8,"{'price': 12031.5, 'rsi': 52.42242878471324, 'macd': -10.133696139233507, 'atr_pct': 0.12416810633990298, 'bb_position': 0.8603023022000503, 'ema_distance': 0.04718483735559806, 'trend_strength': 0.5163144785554541, 'hour': 15, 'day_of_week': 0}","{'price': 12164.25, 'rsi': 83.87118086153392, 'macd': 17.729860132383692, 'atr_pct': 0.18734641029480373, 'bb_position': 1.1395637936823562, 'ema_distance': 0.23219293133829788, 'trend_strength': 0.4022562565528181, 'hour': 9, 'day_of_week': 1}"
6,trend_following,SELL,12162.3,12177.8,-1162.5,-15.5,-0.1274430000904434,1155.0,STOP_LOSS,1.183711214102516,2.5,TRENDING,LOW,0.8,"{'price': 12162.3, 'rsi': 49.88760441505192, 'macd': -6.667829009606066, 'atr_pct': 0.08480538807861744, 'bb_position': 0.8187723882706394, 'ema_distance': 0.04367152458987008, 'trend_strength': 0.48600130953389986, 'hour': 14, 'day_of_week': 3}","{'price': 12211.2, 'rsi': 68.61691829366944, 'macd': 10.748379395388838, 'atr_pct': 0.14992091569332092, 'bb_position': 0.9078168646659265, 'ema_distance': 0.12485799874229209, 'trend_strength': 0.33927435038114184, 'hour': 9, 'day_of_week': 4}"
7,trend_following,SELL,12174.75,12176.3,-116.24999999994543,-1.5499999999992724,-0.012731267582490583,1125.0,STOP_LOSS,1.1455269813895317,2.5,TRENDING,LOW,0.8,"{'price': 12174.75, 'rsi': 61.27682458272831, 'macd': -4.05278038621509, 'atr_pct': 0.09921001604608985, 'bb_position': 1.1728529217143124, 'ema_distance': 0.01625540864057523, 'trend_strength': 0.47663271144611985, 'hour': 15, 'day_of_week': 3}","{'price': 12211.2, 'rsi': 68.61691829366944, 'macd': 10.748379395388838, 'atr_pct': 0.14992091569332092, 'bb_position': 0.9078168646659265, 'ema_distance': 0.12485799874229209, 'trend_strength': 0.33927435038114184, 'hour': 9, 'day_of_week': 4}"
8,trend_following,SELL,12000.9,12002.413517762932,-113.51383221995093,-1.513517762932679,-0.012611702146777985,1125.0,STOP_LOSS,1.16063946281382,2.5,TRENDING,LOW,0.8,"{'price': 12000.9, 'rsi': 68.6713389138363, 'macd': -13.782026984736149, 'atr_pct': 0.1498697121525394, 'bb_position': 1.2823519738376257, 'ema_distance': 0.03184419972284822, 'trend_strength': 0.5274594611126759, 'hour': 15, 'day_of_week': 1}","{'price': 12074.3, 'rsi': 72.92519306433688, 'macd': 18.648961219096236, 'atr_pct': 0.25369704957755523, 'bb_position': 0.9569016131926747, 'ema_distance': 0.2603245864221739, 'trend_strength': 0.29597294537662494, 'hour': 9, 'day_of_week': 2}"
9,trend_following,BUY,12105.35,12101.914312194354,-257.6765854234509,-3.435687805646012,-0.02838156522236872,15.0,STOP_LOSS,1.1620002801359859,2.5,NEUTRAL,LOW,0.8,"{'price': 12105.35, 'rsi': 39.100815094253235, 'macd': 4.961712166277721, 'atr_pct': 0.11343862719494155, 'bb_position': -0.017181846609969964, 'ema_distance': 0.0014216013567107284, 'trend_strength': 0.2778286155322664, 'hour': 14, 'day_of_week': 3}","{'price': 12086.8, 'rsi': 30.79475715052493, 'macd': 1.5544009909554006, 'atr_pct': 0.12416142285090143, 'bb_position': -0.19779606354383505, 'ema_distance': 0.031731744310067915, 'trend_strength': 0.3076567302013538, 'hour': 14, 'day_of_week': 3}"
10,trend_following,BUY,11384.8,11375.65,-686.2499999999727,-9.149999999999636,-0.0803703183191592,15.0,STOP_LOSS,1.165101212697879,2.5,TRENDING,LOW,0.8,"{'price': 11384.8, 'rsi': 42.7143382086188, 'macd': 8.380823028770465, 'atr_pct': 0.12554333095756542, 'bb_position': 0.13936042188017586, 'ema_distance': 0.05396568857083267, 'trend_strength': 0.46141084597066645, 'hour': 14, 'day_of_week': 4}","{'price': 11369.05, 'rsi': 43.607394858389085, 'macd': 5.759941461978087, 'atr_pct': 0.12634552327842125, 'bb_position': -0.2132916405598414, 'ema_distance': 0.02437758740553686, 'trend_strength': 0.5100007206457662, 'hour': 15, 'day_of_week': 4}"
12,trend_following,BUY,14015.0,14025.0,750.0,10.0,0.07135212272565108,4080.0,STOP_LOSS,1.1734409956126872,2.5,TRENDING,LOW,0.8,"{'price': 14015.0, 'rsi': 47.952612382750296, 'macd': 8.710803311285417, 'atr_pct': 0.09869527547015655, 'bb_position': 0.09374637558652191, 'ema_distance': 0.04314757744792876, 'trend_strength': 0.6763891919605625, 'hour': 15, 'day_of_week': 4}","{'price': 14017.8, 'rsi': 44.400514469677645, 'macd': 11.500154882491188, 'atr_pct': 0.21154226361177228, 'bb_position': 0.23141242223814523, 'ema_distance': 0.05666352161454666, 'trend_strength': 0.388683453868808, 'hour': 11, 'day_of_week': 0}"
11,trend_following,BUY,13962.4,14311.46,26179.499999999964,349.0599999999995,2.4999999999999964,11535.0,TAKE_PROFIT,1.1734409956126872,2.5,TRENDING,LOW,0.8,"{'price': 13962.4, 'rsi': 43.98087263225514, 'macd': 8.381314486385236, 'atr_pct': 0.1475902628283308, 'bb_position': -0.014448123437316664, 'ema_distance': 0.03661309193479212, 'trend_strength': 0.5064275109664994, 'hour': 14, 'day_of_week': 3}","{'price': 14317.1, 'rsi': 65.82719067784805, 'macd': 22.775770368012672, 'atr_pct': 0.1453307084335747, 'bb_position': 1.0087064248289022, 'ema_distance': 0.1367006372904263, 'trend_strength': 0.3525090473674346, 'hour': 14, 'day_of_week': 4}"
13,trend_following,BUY,15139.55,15125.75,-1034.9999999999454,-13.799999999999272,-0.09115198272074977,15.0,STOP_LOSS,0.9161134472949959,2.5,TRENDING,NORMAL,0.8,"{'price': 15139.55, 'rsi': 37.27372430735036, 'macd': 7.8216185821802355, 'atr_pct': 0.17678389195376196, 'bb_position': -0.20535896696685454, 'ema_distance': 0.010374774239159357, 'trend_strength': 0.35920824145557545, 'hour': 13, 'day_of_week': 4}","{'price': 15116.6, 'rsi': 28.56178490612386, 'macd': 0.9534815400020307, 'atr_pct': 0.19602386024068166, 'bb_position': -0.21984472333745966, 'ema_distance': 0.0459537811130337, 'trend_strength': 0.42058930107292625, 'hour': 14, 'day_of_week': 4}"
15,trend_following,SELL,14781.8,14793.8,-900.0,-12.0,-0.08118091166163796,15.0,STOP_LOSS,0.9239003042274927,2.5,TRENDING,NORMAL,0.8,"{'price': 14781.8, 'rsi': 60.903034275526295, 'macd': -6.520799991179956, 'atr_pct': 0.2887237780823127, 'bb_position': 0.960669291698448, 'ema_distance': 0.004920458034168457, 'trend_strength': 0.48020092673298737, 'hour': 9, 'day_of_week': 2}","{'price': 14820.45, 'rsi': 58.02102335816594, 'macd': -0.011773471591368434, 'atr_pct': 0.2793437446231374, 'bb_position': 1.1624645930115836, 'ema_distance': 0.05001730780321913, 'trend_strength': 0.48183104450861597, 'hour': 10, 'day_of_week': 2}"
14,trend_following,SELL,14846.5,14836.5,750.0,10.0,0.06735594247802512,2835.0,STOP_LOSS,0.9239003042274927,2.5,TRENDING,NORMAL,0.8,"{'price': 14846.5, 'rsi': 64.26912141140173, 'macd': -28.533635509358646, 'atr_pct': 0.3782276727078539, 'bb_position': 1.0282705658955438, 'ema_distance': 0.06602803089106697, 'trend_strength': 0.6114213813718448, 'hour': 10, 'day_of_week': 1}","{'price': 15141.3, 'rsi': 97.85194036475292, 'macd': 69.4395056356152, 'atr_pct': 0.19006671440742476, 'bb_position': 1.0701283473859846, 'ema_distance': 0.5523555996773211, 'trend_strength': 0.25, 'hour': 9, 'day_of_week': 3}"
16,trend_following,BUY,14634.75,14625.65,-682.5000000000273,-9.100000000000364,-0.06218076837664028,15.0,STOP_LOSS,0.9250398303350514,2.5,TRENDING,NORMAL,0.8,"{'price': 14634.75, 'rsi': 33.116840168208356, 'macd': 9.834615103824035, 'atr_pct': 0.30516895939947236, 'bb_position': -0.005539143974547785, 'ema_distance': 0.024764997965460053, 'trend_strength': 0.3483732756711192, 'hour': 12, 'day_of_week': 0}","{'price': 14617.05, 'rsi': 31.399138582288685, 'macd': 3.983077678434711, 'atr_pct': 0.31215991892051753, 'bb_position': -0.04090535350836794, 'ema_distance': 0.02387478601150908, 'trend_strength': 0.39201584813038026, 'hour': 12, 'day_of_week': 0}"
17,trend_following,BUY,14841.9,14851.9,750.0,10.0,0.06737681833188473,1215.0,STOP_LOSS,0.930260366209093,2.5,TRENDING,NORMAL,0.8,"{'price': 14841.9, 'rsi': 33.66193330086776, 'macd': 10.786630923512348, 'atr_pct': 0.23013996090219518, 'bb_position': -0.2574926092137156, 'ema_distance': 0.0027927152443588863, 'trend_strength': 0.36524062257300294, 'hour': 14, 'day_of_week': 3}","{'price': 14846.35, 'rsi': 33.492984327399256, 'macd': -7.925033346955388, 'atr_pct': 0.291100891080011, 'bb_position': 0.18241135158784322, 'ema_distance': 0.08051316002372486, 'trend_strength': 0.8009844837275297, 'hour': 11, 'day_of_week': 4}"
18,trend_following,SELL,14302.8,14304.807531384244,-150.56485381833227,-2.0075313842444302,-0.014035932714184848,15.0,STOP_LOSS,0.9245266959242888,2.5,TRENDING,NORMAL,0.8,"{'price': 14302.8, 'rsi': 51.46286214903055, 'macd': -9.725002186572965, 'atr_pct': 0.2638594241287386, 'bb_position': 0.7600044719974204, 'ema_distance': 0.042057216073518026, 'trend_strength': 0.6575436505766872, 'hour': 11, 'day_of_week': 3}","{'price': 14317.15, 'rsi': 54.45150726406287, 'macd': -5.371882529592767, 'atr_pct': 0.26863387116649484, 'bb_position': 0.8764786063626406, 'ema_distance': 0.003172320660795231, 'trend_strength': 0.7105060112465438, 'hour': 11, 'day_of_week': 3}"
19,trend_following,SELL,14662.95,14652.95,750.0,10.0,0.06819910045386501,1215.0,STOP_LOSS,0.9256720709279239,2.5,TRENDING,NORMAL,0.8,"{'price': 14662.95, 'rsi': 70.29584518341646, 'macd': -18.358222369161012, 'atr_pct': 0.23406905548629922, 'bb_position': 1.3313279981957677, 'ema_distance': 0.023132836691295934, 'trend_strength': 0.5710323223983941, 'hour': 14, 'day_of_week': 0}","{'price': 14660.65, 'rsi': 66.47305196881854, 'macd': 10.254264563556717, 'atr_pct': 0.27162116667015834, 'bb_position': 0.7635693752400898, 'ema_distance': 0.11133720768383076, 'trend_strength': 0.14570463119550167, 'hour': 10, 'day_of_week': 1}"
21,trend_following,SELL,15557.75,15558.85,-82.50000000002728,-1.1000000000003638,-0.007070431135609994,15.0,STOP_LOSS,0.919994648583942,2.5,TRENDING,LOW,0.8,"{'price': 15557.75, 'rsi': 66.51927678715124, 'macd': -5.803858516021137, 'atr_pct': 0.1336036013286901, 'bb_position': 1.336343123016552, 'ema_distance': 0.0023107113820921075, 'trend_strength': 0.5757511314151641, 'hour': 14, 'day_of_week': 2}","{'price': 15572.95, 'rsi': 73.4833931536017, 'macd': -0.1027278306446533, 'atr_pct': 0.1385185759373052, 'bb_position': 1.2339582376846805, 'ema_distance': 0.04254556115858574, 'trend_strength': 0.5261639601195287, 'hour': 15, 'day_of_week': 2}"
20,trend_following,BUY,15293.35,15675.683749999998,28675.031249999847,382.33374999999796,2.4999999999999867,10125.0,TAKE_PROFIT,0.919994648583942,2.5,NEUTRAL,LOW,0.8,"{'price': 15293.35, 'rsi': 39.731229044199424, 'macd': 7.112849778650343, 'atr_pct': 0.12851057112124897, 'bb_position': 0.05634736034853741, 'ema_distance': 0.013653463251951383, 'trend_strength': 0.2530625781338873, 'hour': 14, 'day_of_week': 3}","{'price': 15695.35, 'rsi': 65.9534214163235, 'macd': 23.79943569223542, 'atr_pct': 0.11966692591845933, 'bb_position': 1.1815379262734098, 'ema_distance': 0.1302862113500138, 'trend_strength': 0.5216201692339796, 'hour': 15, 'day_of_week': 3}"
22,trend_following,BUY,15831.2,15841.2,750.0,10.0,0.06316640557885694,60.0,STOP_LOSS,0.7456461658835446,2.5,NEUTRAL,NORMAL,0.8,"{'price': 15831.2, 'rsi': 44.392729882441806, 'macd': 11.974568860499858, 'atr_pct': 0.1639845007688249, 'bb_position': 0.08873749538427533, 'ema_distance': 0.04785497599977518, 'trend_strength': 0.2995558665913371, 'hour': 10, 'day_of_week': 0}","{'price': 15840.95, 'rsi': 44.16106568121396, 'macd': 4.7829610615553975, 'atr_pct': 0.16861813392324373, 'bb_position': 0.28440874411305184, 'ema_distance': 0.0013799021386338983, 'trend_strength': 0.30432584417112307, 'hour': 11, 'day_of_week': 0}"
23,trend_following,BUY,15834.1,15844.1,750.0,10.0,0.06315483671316968,45.0,STOP_LOSS,0.7456461658835446,2.5,TRENDING,NORMAL,0.8,"{'price': 15834.1, 'rsi': 42.86641807532871, 'macd': 9.304014132987504, 'atr_pct': 0.16600699936033173, 'bb_position': 0.13759693087854738, 'ema_distance': 0.02771912147117436, 'trend_strength': 0.30992490987441296, 'hour': 10, 'day_of_week': 0}","{'price': 15840.95, 'rsi': 44.16106568121396, 'macd': 4.7829610615553975, 'atr_pct': 0.16861813392324373, 'bb_position': 0.28440874411305184, 'ema_distance': 0.0013799021386338983, 'trend_strength': 0.30432584417112307, 'hour': 11, 'day_of_week': 0}"
24,trend_following,SELL,15792.9,15812.55,-1473.7499999999727,-19.649999999999636,-0.12442300020895235,45.0,STOP_LOSS,0.9671808150876093,2.5,TRENDING,NORMAL,0.8,"{'price': 15792.9, 'rsi': 57.494315591773784, 'macd': -5.324009854646647, 'atr_pct': 0.15345955641911305, 'bb_position': 0.9013384627795111, 'ema_distance': 0.0065217893298581495, 'trend_strength': 0.4812230594075551, 'hour': 9, 'day_of_week': 2}","{'price': 15824.5, 'rsi': 59.78833203029536, 'macd': 4.198224800158641, 'atr_pct': 0.15626763201725863, 'bb_position': 1.0429089484743819, 'ema_distance': 0.06169805033303679, 'trend_strength': 0.3486846821533387, 'hour': 10, 'day_of_week': 2}"
26,trend_following,SELL,15705.25,15695.25,750.0,10.0,0.0636729755973321,45.0,STOP_LOSS,0.7455164578695813,2.5,TRENDING,LOW,0.8,"{'price': 15705.25, 'rsi': 64.45083428282544, 'macd': -5.567711022207732, 'atr_pct': 0.11079097753935885, 'bb_position': 1.0644171065252326, 'ema_distance': 0.006053186641489873, 'trend_strength': 0.68276728759257, 'hour': 12, 'day_of_week': 4}","{'price': 15704.0, 'rsi': 59.48736569471752, 'macd': -1.037241227897539, 'atr_pct': 0.09995178662397287, 'bb_position': 0.9266034791409703, 'ema_distance': 0.021001075764274495, 'trend_strength': 0.646448759726071, 'hour': 13, 'day_of_week': 4}"
25,trend_following,SELL,15689.05,15679.05,750.0,10.0,0.06373872222983547,90.0,STOP_LOSS,1.1008793027874875,2.5,TRENDING,LOW,0.8,"{'price': 15689.05, 'rsi': 54.6521695317493, 'macd': -8.379908901380986, 'atr_pct': 0.12340271900283635, 'bb_position': 0.7515715664618279, 'ema_distance': 0.02756467588587919, 'trend_strength': 0.7038071948183737, 'hour': 12, 'day_of_week': 4}","{'price': 15686.65, 'rsi': 63.97574782644745, 'macd': -1.801935270363174, 'atr_pct': 0.10734787678877161, 'bb_position': 0.6257612683966898, 'ema_distance': 0.0070448246920093134, 'trend_strength': 0.6450072032483359, 'hour': 14, 'day_of_week': 4}"
27,trend_following,BUY,15860.1,15839.788316485054,-1523.376263621003,-20.311683514946708,-0.12806781492516886,45.0,STOP_LOSS,0.9995769423430861,2.5,TRENDING,LOW,0.8,"{'price': 15860.1, 'rsi': 45.46571850446174, 'macd': 15.523958177971508, 'atr_pct': 0.11761320186235442, 'bb_position': 0.13470007005687784, 'ema_distance': 0.06493782705585234, 'trend_strength': 0.44702070967174257, 'hour': 14, 'day_of_week': 1}","{'price': 15806.5, 'rsi': 23.51013029980895, 'macd': 2.7124726446909335, 'atr_pct': 0.15086469851914464, 'bb_position': -0.2514005111922615, 'ema_distance': 0.03238425530812417, 'trend_strength': 0.46127553547330197, 'hour': 15, 'day_of_week': 1}"
28,trend_following,BUY,15847.9,15857.9,750.0,10.0,0.06309984288139123,30.0,STOP_LOSS,1.1983102497704692,2.5,TRENDING,LOW,0.8,"{'price': 15847.9, 'rsi': 35.53430125247711, 'macd': 11.368074654619704, 'atr_pct': 0.12752928959492557, 'bb_position': -0.007872898574630194, 'ema_distance': 0.03228607279350517, 'trend_strength': 0.4382457414336774, 'hour': 14, 'day_of_week': 1}","{'price': 15806.5, 'rsi': 23.51013029980895, 'macd': 2.7124726446909335, 'atr_pct': 0.15086469851914464, 'bb_position': -0.2514005111922615, 'ema_distance': 0.03238425530812417, 'trend_strength': 0.46127553547330197, 'hour': 15, 'day_of_week': 1}"
30,trend_following,BUY,15830.35,15840.35,750.0,10.0,0.06316979725653571,60.0,STOP_LOSS,0.8507622814993523,2.5,NEUTRAL,LOW,0.8,"{'price': 15830.35, 'rsi': 50.97920664178276, 'macd': 2.194925551140841, 'atr_pct': 0.12717433826253047, 'bb_position': 0.26920723384626266, 'ema_distance': 0.004214305489599464, 'trend_strength': 0.29053530479540024, 'hour': 10, 'day_of_week': 3}","{'price': 15819.95, 'rsi': 42.16173674644004, 'macd': -2.6911324380216683, 'atr_pct': 0.11955970603121711, 'bb_position': 0.14260666376583067, 'ema_distance': 0.03032627005761146, 'trend_strength': 0.3766836534730127, 'hour': 11, 'day_of_week': 3}"
29,trend_following,BUY,15831.9,15813.15,-1406.25,-18.75,-0.11843177382373563,90.0,STOP_LOSS,0.9274298126809408,2.5,NEUTRAL,LOW,0.8,"{'price': 15831.9, 'rsi': 52.44655727052958, 'macd': 4.406705444271211, 'atr_pct': 0.1255602386862671, 'bb_position': 0.28737548271165625, 'ema_distance': 0.02292718936897146, 'trend_strength': 0.29707913961537946, 'hour': 10, 'day_of_week': 3}","{'price': 15806.75, 'rsi': 38.39779988846492, 'macd': -5.239427949743913, 'atr_pct': 0.11993068060887091, 'bb_position': 0.023996069961885108, 'ema_distance': 0.04970492738707642, 'trend_strength': 0.4099553489641609, 'hour': 11, 'day_of_week': 3}"
31,trend_following,BUY,15923.45,15904.163045400019,-1446.5215949986487,-19.286954599981982,-0.12112296393044208,45.0,STOP_LOSS,0.9581359749481007,2.5,TRENDING,LOW,0.8,"{'price': 15923.45, 'rsi': 44.970022061470694, 'macd': 6.515552380516965, 'atr_pct': 0.1253990632862662, 'bb_position': 0.2543655049613127, 'ema_distance': 0.01712212556612088, 'trend_strength': 0.5427238763320567, 'hour': 11, 'day_of_week': 4}","{'price': 15899.55, 'rsi': 42.22605413764824, 'macd': -0.09822984922357136, 'atr_pct': 0.12772149436394536, 'bb_position': 0.005887981176270572, 'ema_distance': 0.029483105306098774, 'trend_strength': 0.4238388408871079, 'hour': 12, 'day_of_week': 4}"
32,trend_following,BUY,15913.25,15904.519396560801,-654.7952579398952,-8.730603439198603,-0.054863735812600206,30.0,STOP_LOSS,0.7451689456579597,2.5,TRENDING,LOW,0.8,"{'price': 15913.25, 'rsi': 48.100817180918774, 'macd': 4.391001549920475, 'atr_pct': 0.12137235143220623, 'bb_position': 0.08902235738864586, 'ema_distance': 0.0016687005459485344, 'trend_strength': 0.5000581281125982, 'hour': 11, 'day_of_week': 4}","{'price': 15899.55, 'rsi': 42.22605413764824, 'macd': -0.09822984922357136, 'atr_pct': 0.12772149436394536, 'bb_position': 0.005887981176270572, 'ema_distance': 0.029483105306098774, 'trend_strength': 0.4238388408871079, 'hour': 12, 'day_of_week': 4}"
33,trend_following,BUY,15778.45,15788.45,750.0,10.0,0.06337758144811437,1410.0,STOP_LOSS,1.0529238972681785,2.5,TRENDING,LOW,0.8,"{'price': 15778.45, 'rsi': 47.966547117941964, 'macd': 14.89514262209741, 'atr_pct': 0.12236400189589558, 'bb_position': 0.17750889524679694, 'ema_distance': 0.0596056799418787, 'trend_strength': 0.579947883575196, 'hour': 15, 'day_of_week': 3}","{'price': 15787.1, 'rsi': 47.717947815339336, 'macd': 10.207764473640054, 'atr_pct': 0.12112058941432323, 'bb_position': 0.0959419538230489, 'ema_distance': 0.04608345371058764, 'trend_strength': 0.727877656383284, 'hour': 14, 'day_of_week': 4}"
34,trend_following,BUY,15778.45,15788.45,750.0,10.0,0.06337758144811437,1395.0,STOP_LOSS,0.9696765831390336,2.5,TRENDING,LOW,0.8,"{'price': 15778.45, 'rsi': 46.886837602007894, 'macd': 13.004636914194634, 'atr_pct': 0.12111908511745045, 'bb_position': 0.2027805948876336, 'ema_distance': 0.047039757742249985, 'trend_strength': 0.6274871762162815, 'hour': 15, 'day_of_week': 3}","{'price': 15787.1, 'rsi': 47.717947815339336, 'macd': 10.207764473640054, 'atr_pct': 0.12112058941432323, 'bb_position': 0.0959419538230489, 'ema_distance': 0.04608345371058764, 'trend_strength': 0.727877656383284, 'hour': 14, 'day_of_week': 4}"
35,trend_following,BUY,15787.1,15779.15,-596.2500000000546,-7.950000000000728,-0.05035757042142463,15.0,STOP_LOSS,0.7481487900038337,2.5,TRENDING,LOW,0.8,"{'price': 15787.1, 'rsi': 47.717947815339336, 'macd': 10.207764473640054, 'atr_pct': 0.12112058941432323, 'bb_position': 0.0959419538230489, 'ema_distance': 0.04608345371058764, 'trend_strength': 0.727877656383284, 'hour': 14, 'day_of_week': 4}","{'price': 15748.95, 'rsi': 32.736312413541185, 'macd': 3.6186629881049157, 'atr_pct': 0.1322310376247302, 'bb_position': -0.17637350308126662, 'ema_distance': 0.009446691036500306, 'trend_strength': 0.7110376769413149, 'hour': 15, 'day_of_week': 4}"
36,trend_following,BUY,15846.85,16243.02125,29712.843749999956,396.1712499999994,2.4999999999999964,2595.0,TAKE_PROFIT,0.7511271508096256,2.5,TRENDING,LOW,0.8,"{'price': 15846.85, 'rsi': 39.102670332140676, 'macd': 11.050574647972098, 'atr_pct': 0.08895413644622495, 'bb_position': -0.07248129338657212, 'ema_distance': 0.04589733352446362, 'trend_strength': 0.41256257206435487, 'hour': 14, 'day_of_week': 0}","{'price': 16258.7, 'rsi': 95.03535757416894, 'macd': 72.7764967163348, 'atr_pct': 0.1805407039220324, 'bb_position': 1.0263007291540664, 'ema_distance': 0.45906248998331073, 'trend_strength': 0.28754272680273, 'hour': 9, 'day_of_week': 2}"
37,trend_following,BUY,16538.45,16548.45,750.0,10.0,0.06046515846406405,120.0,STOP_LOSS,0.9130149455403003,2.5,TRENDING,LOW,0.8,"{'price': 16538.45, 'rsi': 43.3462582226646, 'macd': 10.173231658001896, 'atr_pct': 0.14051670933059862, 'bb_position': -0.12183920225185967, 'ema_distance': 0.03128713873815001, 'trend_strength': 0.5926591559142678, 'hour': 9, 'day_of_week': 1}","{'price': 16541.7, 'rsi': 39.96102995211121, 'macd': 6.052255155675084, 'atr_pct': 0.15126273944896096, 'bb_position': -0.02975460942415019, 'ema_distance': 0.014243860177697272, 'trend_strength': 0.5462337583195898, 'hour': 11, 'day_of_week': 1}"
38,trend_following,SELL,16486.05,16476.05,750.0,10.0,0.06065734363295028,4050.0,STOP_LOSS,0.9778750465427221,2.5,TRENDING,NORMAL,0.8,"{'price': 16486.05, 'rsi': 69.75724063486895, 'macd': -18.113020179727755, 'atr_pct': 0.19193716592426568, 'bb_position': 0.8471455854915714, 'ema_distance': 0.07201983914182576, 'trend_strength': 0.44303737727917053, 'hour': 14, 'day_of_week': 4}","{'price': 16501.75, 'rsi': 61.062952122302406, 'macd': 1.288922416701098, 'atr_pct': 0.2601022835240393, 'bb_position': 0.7709765315676472, 'ema_distance': 0.05234534211683459, 'trend_strength': 0.1876760582078535, 'hour': 9, 'day_of_week': 0}"
39,trend_following,BUY,16638.2,16648.2,750.0,10.0,0.06010265533531271,1320.0,STOP_LOSS,0.7398073994234649,2.5,TRENDING,NORMAL,0.8,"{'price': 16638.2, 'rsi': 38.03584133968684, 'macd': 11.765414373545354, 'atr_pct': 0.16034529834099498, 'bb_position': -0.02693275754048214, 'ema_distance': 0.02852738062453043, 'trend_strength': 0.36482701705292675, 'hour': 14, 'day_of_week': 2}","{'price': 16640.0, 'rsi': 54.02444493268673, 'macd': 1.8342597087139438, 'atr_pct': 0.1112637362637397, 'bb_position': 0.28593201924181044, 'ema_distance': 0.0032941299317730435, 'trend_strength': 0.5858552803900116, 'hour': 12, 'day_of_week': 3}"
